branch;chainage;type_code;station_label;dfs0
UMH17;872.0;1;W57 ;.\Waterdemand2.dfs0
UMH19;1459.0;1;W57 ;.\Waterdemand2.dfs0
UMH22;200.0;1;W57 ;.\Waterdemand2.dfs0
UMH24;200.0;1;W57 ;.\Waterdemand2.dfs0
UMH26;3000.0;1;W58 ;.\Waterdemand2.dfs0
UMH3;6000.0;1;W57 ;.\Waterdemand2.dfs0
UMH4;9567.0;1;W57 ;.\Waterdemand2.dfs0
UMH5;10560.0;1;W57 ;.\Waterdemand2.dfs0
UMH7;200.0;1;W57 ;.\Waterdemand2.dfs0
UMH9;200.0;1;W57 ;.\Waterdemand2.dfs0
Vam Co;4736.0;1; CD/119 ;.\Waterdemand2.dfs0
Vam Co Dong;118286.0;1; CD/118 ;.\Waterdemand2.dfs0
Vam Co Dong;134525.0;1; WEVC/116 ;.\Waterdemand2.dfs0
Vam Co Dong;138889.0;1; CD/118 ;.\Waterdemand2.dfs0
Vam Co Dong;146011.0;1; CD/118 ;.\Waterdemand2.dfs0
Vam Co Dong;169163.0;1; CD/119 ;.\Waterdemand2.dfs0
Vam Co Dong;182951.0;1; CD/119 ;.\Waterdemand2.dfs0
Vam Co Dong;184395.0;1; CD/119 ;.\Waterdemand2.dfs0
Vam Co Tay;6493.0;1; PR/107 ;.\Waterdemand2.dfs0
Vam Co Tay;13308.0;1; PR/107 ;.\Waterdemand2.dfs0
Vam Co Tay;21869.0;1; PR/107 ;.\Waterdemand2.dfs0
Vam Co Tay;52506.0;1; WEVC/114 ;.\Waterdemand2.dfs0
Vam Co Tay;77109.0;1; WEVC/116 ;.\Waterdemand2.dfs0
Vam Co Tay;107466.0;1; TA/98 ;.\Waterdemand2.dfs0
Vam Co Tay;112314.0;1; WEVC/117 ;.\Waterdemand2.dfs0
Vam Co Tay;113928.0;1; TA/98 ;.\Waterdemand2.dfs0
Vam Co Tay;127441.0;1; TA/98 ;.\Waterdemand2.dfs0
Vam Co Tay;134282.0;1; TA/98 ;.\Waterdemand2.dfs0
Vam Co Tay;141146.0;1; WEVC/117 ;.\Waterdemand2.dfs0
Vam Rang;1904.0;1; LXQ/15 ;.\Waterdemand2.dfs0
Vam Ray;1658.0;1; LXQ/7 ;.\Waterdemand2.dfs0
VamNao;6091.0;1; NMT/70 ;.\Waterdemand2.dfs0
VamNao;9292.0;1; NMT/73 ;.\Waterdemand2.dfs0
VamNao;12256.0;1; NMT/70 ;.\Waterdemand2.dfs0
VamNao;19307.0;1; NMT/74 ;.\Waterdemand2.dfs0
VamNao;20759.0;1; NMT/70 ;.\Waterdemand2.dfs0
VAMNHONTRAAN;1506.0;1;W18 ;.\Waterdemand2.dfs0
VIEN BINH;2000.0;1;W25 ;.\Waterdemand2.dfs0
Vinh An;7649.0;1; NMT/69 ;.\Waterdemand2.dfs0
VINH BIEN;3000.0;1;W29 ;.\Waterdemand2.dfs0
VINH PHONG;6515.0;1;W39 ;.\Waterdemand2.dfs0
VINH PHONG;12000.0;1;W39 ;.\Waterdemand2.dfs0
VINH PHONG;21834.0;1;W38 ;.\Waterdemand2.dfs0
VINH PHONG;24000.0;1;W37 ;.\Waterdemand2.dfs0
VINH PHONG;28000.0;1;W37 ;.\Waterdemand2.dfs0
Vinh Te;1727.0;1; LXQ/10 ;.\Waterdemand2.dfs0
Vinh Te;20921.0;1; LXQ/8 ;.\Waterdemand2.dfs0
VL THANHTAN;6000.0;1;W29 ;.\Waterdemand2.dfs0
VL THANHTAN;6000.0;1;W29 ;.\Waterdemand2.dfs0
VP12;300.0;1;W32 ;.\Waterdemand2.dfs0
VP7;2000.0;1;W32 ;.\Waterdemand2.dfs0
VP8;5560.0;1;W32 ;.\Waterdemand2.dfs0
VP8;5560.0;1;W32 ;.\Waterdemand2.dfs0
VP9;4000.0;1;W32 ;.\Waterdemand2.dfs0
XA NO;4000.0;1;W19 ;.\Waterdemand2.dfs0
XA NO;6000.0;1;W18 ;.\Waterdemand2.dfs0
XA NO;11000.0;1;W18 ;.\Waterdemand2.dfs0
XA NO;11000.0;1;W20 ;.\Waterdemand2.dfs0
XA NO;17000.0;1;W18 ;.\Waterdemand2.dfs0
XA NO;19000.0;1;W18 ;.\Waterdemand2.dfs0
XA NO;21000.0;1;W18 ;.\Waterdemand2.dfs0
XA NO;23000.0;1;W18 ;.\Waterdemand2.dfs0
XA NO;27000.0;1;W20 ;.\Waterdemand2.dfs0
XA NO;29000.0;1;W18 ;.\Waterdemand2.dfs0
XA NO;36000.0;1;W20 ;.\Waterdemand2.dfs0
XANO2;200.0;1;W18 ;.\Waterdemand2.dfs0
XCUTQLPH;3000.0;1;W28 ;.\Waterdemand2.dfs0
XCUTQLPH;3000.0;1;W28 ;.\Waterdemand2.dfs0
XEO CHIT;20386.0;1;W22 ;.\Waterdemand2.dfs0
XEO CHIT;20386.0;1;W27 ;.\Waterdemand2.dfs0
XEO CHIT;31313.0;1;W22 ;.\Waterdemand2.dfs0
XEO CHIT;36280.0;1;W36 ;.\Waterdemand2.dfs0
XEO CHIT;57278.0;1;W22 ;.\Waterdemand2.dfs0
XEO CHIT;63202.0;1;W22 ;.\Waterdemand2.dfs0
XEO CHIT;66155.0;1;W36 ;.\Waterdemand2.dfs0
XEO CHIT;78897.0;1;W37 ;.\Waterdemand2.dfs0
XEO CHITN;3000.0;1;W36 ;.\Waterdemand2.dfs0
XEO GUA;4000.0;1;W26 ;.\Waterdemand2.dfs0
XEO MON;6000.0;1;W21 ;.\Waterdemand2.dfs0
XEO MON;19000.0;1;W19 ;.\Waterdemand2.dfs0
XEO RO;500.0;1;W36 ;.\Waterdemand2.dfs0
XEO RO;5000.0;1;W36 ;.\Waterdemand2.dfs0
XEO RO;9200.0;1;W36 ;.\Waterdemand2.dfs0
XEO SONG;2000.0;1;W30 ;.\Waterdemand2.dfs0
XEO TRAM;6000.0;1;W22 ;.\Waterdemand2.dfs0
XEO TRAM;6000.0;1;W22 ;.\Waterdemand2.dfs0
XEO TRAM2;6000.0;1;W22 ;.\Waterdemand2.dfs0
XEOCHIT_QUANLO;5697.0;1;W36 ;.\Waterdemand2.dfs0
XEOCHIT_QUANLO;5697.0;1;W36 ;.\Waterdemand2.dfs0
XEODUOC1;1016.0;1;W52 ;.\Waterdemand2.dfs0
XEONHAO1;2021.0;1;W53 ;.\Waterdemand2.dfs0
XEONHAO1;2021.0;1;W53 ;.\Waterdemand2.dfs0
XM KUT;6000.0;1;W39 ;.\Waterdemand2.dfs0
XOM LA;500.0;1;W29 ;.\Waterdemand2.dfs0
ZZZ_CM100;3000.0;1;W60 ;.\Waterdemand2.dfs0
ZZZ_CM103;6000.0;1;W61 ;.\Waterdemand2.dfs0
ZZZ_CM63;200.0;1;W59 ;.\Waterdemand2.dfs0
ZZZ_CM63;1500.0;1;W59 ;.\Waterdemand2.dfs0
ZZZ_CM64;6000.0;1;W59 ;.\Waterdemand2.dfs0
ZZZ_CM65;8772.0;1;W60 ;.\Waterdemand2.dfs0
ZZZ_CM67;3000.0;1;W60 ;.\Waterdemand2.dfs0
ZZZ_CM68;3624.0;1;W60 ;.\Waterdemand2.dfs0
ZZZ_CM70;200.0;1;W62 ;.\Waterdemand2.dfs0
ZZZ_CM71;3000.0;1;W60 ;.\Waterdemand2.dfs0
ZZZ_CM75;3000.0;1;W61 ;.\Waterdemand2.dfs0
ZZZ_CM76;200.0;1;W59 ;.\Waterdemand2.dfs0
ZZZ_CM79;3000.0;1;W61 ;.\Waterdemand2.dfs0
ZZZ_CM80;300.0;1;W61 ;.\Waterdemand2.dfs0
ZZZ_CM81;300.0;1;W61 ;.\Waterdemand2.dfs0
ZZZ_CM81;5160.0;1;W61 ;.\Waterdemand2.dfs0
ZZZ_CM82;4179.0;1;W61 ;.\Waterdemand2.dfs0
ZZZ_CM85;3000.0;1;W61 ;.\Waterdemand2.dfs0
ZZZ_CM86;5409.0;1;W61 ;.\Waterdemand2.dfs0
ZZZ_CM87;6000.0;1;W61 ;.\Waterdemand2.dfs0
ZZZ_CM88;3000.0;1;W61 ;.\Waterdemand2.dfs0
ZZZ_CM88;6000.0;1;W61 ;.\Waterdemand2.dfs0
ZZZ_CM89;6000.0;1;W61 ;.\Waterdemand2.dfs0
ZZZ_CM92;3000.0;1;W61 ;.\Waterdemand2.dfs0
ZZZ_CM94;300.0;1;W61 ;.\Waterdemand2.dfs0
ZZZ_CM94;3404.0;1;W61 ;.\Waterdemand2.dfs0
ZZZ_CM97;300.0;1;W60 ;.\Waterdemand2.dfs0
ZZZ_CM98;3000.0;1;W60 ;.\Waterdemand2.dfs0
ZZZ_KENHNOICAYNHUM;200.0;1;W63 ;.\Waterdemand2.dfs0
ZZZ_KENHNOIDAMCHIM;1492.0;1;W63 ;.\Waterdemand2.dfs0
ZZZ_KENHNOISAUDONG;2463.0;1;W63 ;.\Waterdemand2.dfs0
ZZZ_KENHSAUDONG2;1741.0;1;W63 ;.\Waterdemand2.dfs0
ZZZ_KENHSAUDONG2;4572.0;1;W63 ;.\Waterdemand2.dfs0
ZZZ_RACHGIONGNHUM;6000.0;1;W63 ;.\Waterdemand2.dfs0
Sai Gon;0.0;0;0.Dau Tieng;.\Q_xa_HT.dfs0
