tram;thoi_gian;t_s;bief;sec;ZREF;Z;QMIN;FR;VMIN;Y;Q
CanTho;2011-10-02 20:00:00;158400.0;6;269;-26.9112;2.307;11847.825;0.0469;0.6369;29.219;11847.825
TanChau;2011-10-02 20:00:00;158400.0;29;1126;-32.2556;4.241;23913.076;0.09308;1.3898;36.497;23913.076
MyThuan;2011-10-02 20:00:00;158400.0;32;1305;-25.7667;1.953;12740.754;0.05551;0.7614;27.72;12740.754
VamNao;2011-10-02 20:00:00;158400.0;47;1510;-21.7944;3.837;7100.447;0.07356;0.9018;25.631;7100.447
ChauDoc;2011-10-02 21:00:00;162000.0;3;62;-18.895;5.108;8013.372;0.10625;1.3182;24.003;8013.372
CanTho;2011-10-02 21:00:00;162000.0;6;269;-26.9112;2.317;13444.93;0.05318;0.7224;29.228;13444.93
TanChau;2011-10-02 21:00:00;162000.0;29;1126;-32.2556;4.31;23369.291;0.09057;1.3541;36.566;23369.291
MyThuan;2011-10-02 21:00:00;162000.0;32;1305;-25.7667;1.961;15129.286;0.06589;0.9037;27.728;15129.286
VamNao;2011-10-02 21:00:00;162000.0;47;1510;-21.7944;3.947;6731.556;0.06922;0.8491;25.741;6731.556
ChauDoc;2011-10-02 22:00:00;165600.0;3;62;-18.895;5.176;7946.228;0.10467;1.3015;24.071;7946.228
CanTho;2011-10-02 22:00:00;165600.0;6;269;-26.9112;2.287;14407.38;0.05711;0.7754;29.198;14407.38
TanChau;2011-10-02 22:00:00;165600.0;29;1126;-32.2556;4.423;23513.162;0.09048;1.3557;36.679;23513.162
MyThuan;2011-10-02 22:00:00;165600.0;32;1305;-25.7667;1.848;16623.42;0.07291;0.9988;27.615;16623.42
VamNao;2011-10-02 22:00:00;165600.0;47;1510;-21.7944;4.029;6772.612;0.06926;0.85;25.823;6772.612
ChauDoc;2011-10-02 23:00:00;169200.0;3;62;-18.895;5.234;7964.654;0.10434;1.2998;24.129;7964.654
CanTho;2011-10-02 23:00:00;169200.0;6;269;-26.9112;2.188;15383.814;0.0614;0.8322;29.1;15383.814
TanChau;2011-10-02 23:00:00;169200.0;29;1126;-32.2556;4.503;23914.295;0.09156;1.374;36.759;23914.295
MyThuan;2011-10-02 23:00:00;169200.0;32;1305;-25.7667;1.708;17387.859;0.07695;1.0524;27.475;17387.859
VamNao;2011-10-02 23:00:00;169200.0;47;1510;-21.7944;4.091;7071.925;0.07202;0.8842;25.886;7071.925
ChauDoc;2011-10-03 00:00:00;172800.0;3;62;-18.895;5.283;8000.62;0.10432;1.3016;24.178;8000.62
CanTho;2011-10-03 00:00:00;172800.0;6;269;-26.9112;2.088;16098.814;0.06471;0.8756;28.999;16098.814
TanChau;2011-10-03 00:00:00;172800.0;29;1126;-32.2556;4.546;24235.768;0.09254;1.3898;36.802;24235.768
MyThuan;2011-10-03 00:00:00;172800.0;32;1305;-25.7667;1.57;17979.475;0.08028;1.0961;27.337;17979.475
VamNao;2011-10-03 00:00:00;172800.0;47;1510;-21.7944;4.126;7249.894;0.07366;0.9046;25.92;7249.894
ChauDoc;2011-10-03 01:00:00;176400.0;3;62;-18.895;5.318;8064.646;0.10481;1.3091;24.213;8064.646
CanTho;2011-10-03 01:00:00;176400.0;6;269;-26.9112;1.988;16582.701;0.06712;0.9067;28.9;16582.701
TanChau;2011-10-03 01:00:00;176400.0;29;1126;-32.2556;4.571;24591.326;0.09375;1.4087;36.827;24591.326
MyThuan;2011-10-03 01:00:00;176400.0;32;1305;-25.7667;1.445;18367.664;0.08269;1.1272;27.211;18367.664
VamNao;2011-10-03 01:00:00;176400.0;47;1510;-21.7944;4.134;7405.193;0.0752;0.9235;25.928;7405.193
ChauDoc;2011-10-03 02:00:00;180000.0;3;62;-18.895;5.336;8128.843;0.10547;1.318;24.231;8128.843
CanTho;2011-10-03 02:00:00;180000.0;6;269;-26.9112;1.9;16824.303;0.06853;0.9243;28.811;16824.303
TanChau;2011-10-03 02:00:00;180000.0;29;1126;-32.2556;4.573;24732.049;0.09428;1.4166;36.829;24732.049
MyThuan;2011-10-03 02:00:00;180000.0;32;1305;-25.7667;1.347;18444.533;0.08357;1.1378;27.113;18444.533
VamNao;2011-10-03 02:00:00;180000.0;47;1510;-21.7944;4.13;7553.241;0.07672;0.9422;25.925;7553.241
ChauDoc;2011-10-03 03:00:00;183600.0;3;62;-18.895;5.338;8159.346;0.10585;1.3228;24.233;8159.346
CanTho;2011-10-03 03:00:00;183600.0;6;269;-26.9112;1.857;16660.418;0.06807;0.9174;28.768;16660.418
TanChau;2011-10-03 03:00:00;183600.0;29;1126;-32.2556;4.557;24794.996;0.09461;1.4212;36.813;24794.996
MyThuan;2011-10-03 03:00:00;183600.0;32;1305;-25.7667;1.307;18094.342;0.0822;1.1186;27.074;18094.342
VamNao;2011-10-03 03:00:00;183600.0;47;1510;-21.7944;4.109;7605.602;0.07736;0.9499;25.904;7605.602
ChauDoc;2011-10-03 04:00:00;187200.0;3;62;-18.895;5.325;8180.689;0.10625;1.3274;24.22;8180.689
CanTho;2011-10-03 04:00:00;187200.0;6;269;-26.9112;1.897;15903.085;0.06479;0.8738;28.809;15903.085
TanChau;2011-10-03 04:00:00;187200.0;29;1126;-32.2556;4.525;24686.09;0.09439;1.417;36.78;24686.09
MyThuan;2011-10-03 04:00:00;187200.0;32;1305;-25.7667;1.372;17055.055;0.07714;1.0507;27.139;17055.055
VamNao;2011-10-03 04:00:00;187200.0;47;1510;-21.7944;4.08;7626.651;0.07773;0.9543;25.874;7626.651
ChauDoc;2011-10-03 05:00:00;190800.0;3;62;-18.895;5.304;8186.501;0.10654;1.3301;24.199;8186.501
CanTho;2011-10-03 05:00:00;190800.0;6;269;-26.9112;2.088;14161.735;0.05692;0.7702;29.0;14161.735
TanChau;2011-10-03 05:00:00;190800.0;29;1126;-32.2556;4.491;24633.709;0.09438;1.416;36.747;24633.709
MyThuan;2011-10-03 05:00:00;190800.0;32;1305;-25.7667;1.56;15475.116;0.06914;0.9439;27.327;15475.116
VamNao;2011-10-03 05:00:00;190800.0;47;1510;-21.7944;4.048;7563.699;0.07725;0.9482;25.842;7563.699
ChauDoc;2011-10-03 06:00:00;194400.0;3;62;-18.895;5.28;8174.808;0.10663;1.3302;24.175;8174.808
CanTho;2011-10-03 06:00:00;194400.0;6;269;-26.9112;2.338;12591.202;0.04973;0.6758;29.25;12591.202
TanChau;2011-10-03 06:00:00;194400.0;29;1126;-32.2556;4.464;24415.861;0.09371;1.4052;36.72;24415.861
MyThuan;2011-10-03 06:00:00;194400.0;32;1305;-25.7667;1.772;14525.857;0.06402;0.8762;27.539;14525.857
VamNao;2011-10-03 06:00:00;194400.0;47;1510;-21.7944;4.035;7468.354;0.07634;0.937;25.83;7468.354
ChauDoc;2011-10-03 07:00:00;198000.0;3;62;-18.895;5.269;8137.131;0.10624;1.3249;24.164;8137.131
CanTho;2011-10-03 07:00:00;198000.0;6;269;-26.9112;2.421;13095.365;0.05143;0.6998;29.332;13095.365
TanChau;2011-10-03 07:00:00;198000.0;29;1126;-32.2556;4.462;24146.754;0.09269;1.3898;36.718;24146.754
MyThuan;2011-10-03 07:00:00;198000.0;32;1305;-25.7667;1.898;14892.106;0.06511;0.8925;27.665;14892.106
VamNao;2011-10-03 07:00:00;198000.0;47;1510;-21.7944;4.064;7199.836;0.07346;0.9017;25.858;7199.836
ChauDoc;2011-10-03 08:00:00;201600.0;3;62;-18.895;5.289;8070.553;0.10518;1.3125;24.184;8070.553
CanTho;2011-10-03 08:00:00;201600.0;6;269;-26.9112;2.406;14309.196;0.05625;0.7653;29.318;14309.196
TanChau;2011-10-03 08:00:00;201600.0;29;1126;-32.2556;4.504;23941.957;0.09166;1.3755;36.76;23941.957
MyThuan;2011-10-03 08:00:00;201600.0;32;1305;-25.7667;1.878;16248.873;0.07113;0.9748;27.645;16248.873
VamNao;2011-10-03 08:00:00;201600.0;47;1510;-21.7944;4.129;6907.664;0.07017;0.8617;25.923;6907.664
ChauDoc;2011-10-03 09:00:00;205200.0;3;62;-18.895;5.332;8038.172;0.10434;1.3037;24.227;8038.172
CanTho;2011-10-03 09:00:00;205200.0;6;269;-26.9112;2.354;15182.898;0.0599;0.8142;29.266;15182.898
TanChau;2011-10-03 09:00:00;205200.0;29;1126;-32.2556;4.565;23940.275;0.09131;1.3718;36.821;23940.275
MyThuan;2011-10-03 09:00:00;205200.0;32;1305;-25.7667;1.777;17361.623;0.0765;1.047;27.544;17361.623
VamNao;2011-10-03 09:00:00;205200.0;47;1510;-21.7944;4.179;6905.101;0.06991;0.8588;25.973;6905.101
ChauDoc;2011-10-03 10:00:00;208800.0;3;62;-18.895;5.366;8050.604;0.10417;1.303;24.261;8050.604
CanTho;2011-10-03 10:00:00;208800.0;6;269;-26.9112;2.237;16118.601;0.06412;0.8698;29.148;16118.601
TanChau;2011-10-03 10:00:00;208800.0;29;1126;-32.2556;4.613;24221.818;0.09211;1.385;36.868;24221.818
MyThuan;2011-10-03 10:00:00;208800.0;32;1305;-25.7667;1.627;18264.236;0.08126;1.1101;27.394;18264.236
VamNao;2011-10-03 10:00:00;208800.0;47;1510;-21.7944;4.208;7072.32;0.07146;0.878;26.003;7072.32
ChauDoc;2011-10-03 11:00:00;212400.0;3;62;-18.895;5.39;8082.482;0.10433;1.3061;24.285;8082.482
CanTho;2011-10-03 11:00:00;212400.0;6;269;-26.9112;2.098;16913.164;0.06793;0.9194;29.009;16913.164
TanChau;2011-10-03 11:00:00;212400.0;29;1126;-32.2556;4.638;24505.406;0.09304;1.3997;36.893;24505.406
MyThuan;2011-10-03 11:00:00;212400.0;32;1305;-25.7667;1.451;19013.424;0.08556;1.1664;27.218;19013.424
VamNao;2011-10-03 11:00:00;212400.0;47;1510;-21.7944;4.221;7249.116;0.07316;0.8992;26.015;7249.116
ChauDoc;2011-10-03 12:00:00;216000.0;3;62;-18.895;5.402;8120.701;0.10471;1.3113;24.297;8120.701
CanTho;2011-10-03 12:00:00;216000.0;6;269;-26.9112;1.946;17516.643;0.07111;0.9599;28.858;17516.643
TanChau;2011-10-03 12:00:00;216000.0;29;1126;-32.2556;4.636;24655.367;0.09362;1.4084;36.892;24655.367
MyThuan;2011-10-03 12:00:00;216000.0;32;1305;-25.7667;1.264;19590.402;0.08924;1.2138;27.031;19590.402
VamNao;2011-10-03 12:00:00;216000.0;47;1510;-21.7944;4.209;7414.228;0.07491;0.9204;26.004;7414.228
ChauDoc;2011-10-03 13:00:00;219600.0;3;62;-18.895;5.396;8155.585;0.10522;1.3174;24.291;8155.585
CanTho;2011-10-03 13:00:00;219600.0;6;269;-26.9112;1.804;17853.43;0.07322;0.9859;28.716;17853.43
TanChau;2011-10-03 13:00:00;219600.0;29;1126;-32.2556;4.615;24815.529;0.09435;1.4188;36.871;24815.529
MyThuan;2011-10-03 13:00:00;219600.0;32;1305;-25.7667;1.082;19936.258;0.09192;1.2474;26.849;19936.258
VamNao;2011-10-03 13:00:00;219600.0;47;1510;-21.7944;4.176;7517.082;0.07612;0.9351;25.97;7517.082
ChauDoc;2011-10-03 14:00:00;223200.0;3;62;-18.895;5.377;8195.041;0.10592;1.3254;24.272;8195.041
CanTho;2011-10-03 14:00:00;223200.0;6;269;-26.9112;1.679;17973.242;0.07438;0.9993;28.59;17973.242
TanChau;2011-10-03 14:00:00;223200.0;29;1126;-32.2556;4.573;24833.344;0.09467;1.4225;36.828;24833.344
MyThuan;2011-10-03 14:00:00;223200.0;32;1305;-25.7667;0.914;20066.314;0.09357;1.267;26.681;20066.314
VamNao;2011-10-03 14:00:00;223200.0;47;1510;-21.7944;4.128;7608.179;0.07729;0.9491;25.922;7608.179
ChauDoc;2011-10-03 15:00:00;226800.0;3;62;-18.895;5.341;8204.54;0.1064;1.3299;24.236;8204.54
CanTho;2011-10-03 15:00:00;226800.0;6;269;-26.9112;1.566;17991.176;0.07506;1.0065;28.478;17991.176
TanChau;2011-10-03 15:00:00;226800.0;29;1126;-32.2556;4.51;24723.42;0.09462;1.42;36.766;24723.42
MyThuan;2011-10-03 15:00:00;226800.0;32;1305;-25.7667;0.763;20069.729;0.09455;1.2778;26.53;20069.729
VamNao;2011-10-03 15:00:00;226800.0;47;1510;-21.7944;4.066;7612.539;0.07765;0.9533;25.861;7612.539
ChauDoc;2011-10-03 16:00:00;230400.0;3;62;-18.895;5.295;8212.476;0.10697;1.3351;24.19;8212.476
CanTho;2011-10-03 16:00:00;230400.0;6;269;-26.9112;1.467;17926.988;0.07533;1.0083;28.379;17926.988
TanChau;2011-10-03 16:00:00;230400.0;29;1126;-32.2556;4.443;24700.268;0.09493;1.4229;36.698;24700.268
MyThuan;2011-10-03 16:00:00;230400.0;32;1305;-25.7667;0.636;19913.846;0.09463;1.2767;26.403;19913.846
VamNao;2011-10-03 16:00:00;230400.0;47;1510;-21.7944;3.994;7566.811;0.07756;0.9517;25.789;7566.811
ChauDoc;2011-10-03 17:00:00;234000.0;3;62;-18.895;5.24;8205.187;0.10743;1.3385;24.135;8205.187
CanTho;2011-10-03 17:00:00;234000.0;6;269;-26.9112;1.39;17708.564;0.07484;1.0003;28.301;17708.564
TanChau;2011-10-03 17:00:00;234000.0;29;1126;-32.2556;4.361;24426.949;0.09436;1.4122;36.617;24426.949
MyThuan;2011-10-03 17:00:00;234000.0;32;1305;-25.7667;0.577;19250.084;0.09184;1.2382;26.344;19250.084
VamNao;2011-10-03 17:00:00;234000.0;47;1510;-21.7944;3.921;7534.041;0.07761;0.9519;25.715;7534.041
ChauDoc;2011-10-03 18:00:00;237600.0;3;62;-18.895;5.177;8174.696;0.10767;1.3389;24.072;8174.696
CanTho;2011-10-03 18:00:00;237600.0;6;269;-26.9112;1.38;17002.557;0.07191;0.961;28.291;17002.557
TanChau;2011-10-03 18:00:00;237600.0;29;1126;-32.2556;4.274;24204.074;0.09402;1.4047;36.529;24204.074
MyThuan;2011-10-03 18:00:00;237600.0;32;1305;-25.7667;0.771;16691.488;0.07859;1.0622;26.538;16691.488
VamNao;2011-10-03 18:00:00;237600.0;47;1510;-21.7944;3.837;7405.752;0.07672;0.9405;25.632;7405.752
ChauDoc;2011-10-03 19:00:00;241200.0;3;62;-18.895;5.108;8144.462;0.10799;1.3398;24.003;8144.462
CanTho;2011-10-03 19:00:00;241200.0;6;269;-26.9112;1.526;15253.61;0.06383;0.8552;28.437;15253.61
TanChau;2011-10-03 19:00:00;241200.0;29;1126;-32.2556;4.197;24114.432;0.09413;1.4043;36.452;24114.432
MyThuan;2011-10-03 19:00:00;241200.0;32;1305;-25.7667;1.15;13790.636;0.0633;0.8597;26.916;13790.636
VamNao;2011-10-03 19:00:00;241200.0;47;1510;-21.7944;3.757;7315.642;0.0762;0.9337;25.552;7315.642
ChauDoc;2011-10-03 20:00:00;244800.0;3;62;-18.895;5.042;8111.584;0.10809;1.3399;23.937;8111.584
CanTho;2011-10-03 20:00:00;244800.0;6;269;-26.9112;1.822;12944.845;0.05302;0.7142;28.733;12944.845
TanChau;2011-10-03 20:00:00;244800.0;29;1126;-32.2556;4.135;23838.219;0.09342;1.392;36.39;23838.219
MyThuan;2011-10-03 20:00:00;244800.0;32;1305;-25.7667;1.483;12914.046;0.05799;0.7909;27.25;12914.046
VamNao;2011-10-03 20:00:00;244800.0;47;1510;-21.7944;3.7;7262.228;0.07594;0.9302;25.494;7262.228
ChauDoc;2011-10-03 21:00:00;248400.0;3;62;-18.895;4.992;8064.425;0.10787;1.3362;23.887;8064.425
CanTho;2011-10-03 21:00:00;248400.0;6;269;-26.9112;1.957;12747.192;0.05171;0.6982;28.868;12747.192
TanChau;2011-10-03 21:00:00;248400.0;29;1126;-32.2556;4.12;23473.662;0.09208;1.3716;36.376;23473.662
MyThuan;2011-10-03 21:00:00;248400.0;32;1305;-25.7667;1.659;13807.503;0.0613;0.8378;27.426;13807.503
VamNao;2011-10-03 21:00:00;248400.0;47;1510;-21.7944;3.694;7163.273;0.07494;0.9179;25.489;7163.273
ChauDoc;2011-10-03 22:00:00;252000.0;3;62;-18.895;4.982;7997.346;0.10705;1.3259;23.877;7997.346
CanTho;2011-10-03 22:00:00;252000.0;6;269;-26.9112;2.008;13422.465;0.05426;0.7331;28.919;13422.465
TanChau;2011-10-03 22:00:00;252000.0;29;1126;-32.2556;4.163;23310.264;0.09119;1.3595;36.418;23310.264
MyThuan;2011-10-03 22:00:00;252000.0;32;1305;-25.7667;1.681;15161.087;0.06722;0.9189;27.448;15161.087
VamNao;2011-10-03 22:00:00;252000.0;47;1510;-21.7944;3.757;6990.196;0.07281;0.8922;25.552;6990.196
ChauDoc;2011-10-03 23:00:00;255600.0;3;62;-18.895;5.019;7940.579;0.10599;1.3135;23.914;7940.579
CanTho;2011-10-03 23:00:00;255600.0;6;269;-26.9112;2.03;13947.925;0.05629;0.7609;28.941;13947.925
TanChau;2011-10-03 23:00:00;255600.0;29;1126;-32.2556;4.244;23585.855;0.09179;1.3706;36.499;23585.855
MyThuan;2011-10-03 23:00:00;255600.0;32;1305;-25.7667;1.607;16217.32;0.07224;0.9867;27.374;16217.32
VamNao;2011-10-03 23:00:00;255600.0;47;1510;-21.7944;3.825;6987.087;0.07245;0.8881;25.619;6987.087
ChauDoc;2011-10-04 00:00:00;259200.0;3;62;-18.895;5.069;7948.941;0.10571;1.3108;23.964;7948.941
CanTho;2011-10-04 00:00:00;259200.0;6;269;-26.9112;2.015;14478.531;0.0585;0.7905;28.926;14478.531
TanChau;2011-10-04 00:00:00;259200.0;29;1126;-32.2556;4.309;23772.055;0.09214;1.3775;36.564;23772.055
MyThuan;2011-10-04 00:00:00;259200.0;32;1305;-25.7667;1.509;16823.299;0.07542;1.0289;27.276;16823.299
VamNao;2011-10-04 00:00:00;259200.0;47;1510;-21.7944;3.886;7152.819;0.07385;0.9057;25.681;7152.819
ChauDoc;2011-10-04 01:00:00;262800.0;3;62;-18.895;5.12;7976.976;0.10564;1.3112;24.015;7976.976
CanTho;2011-10-04 01:00:00;262800.0;6;269;-26.9112;1.982;14988.916;0.0607;0.8198;28.894;14988.916
TanChau;2011-10-04 01:00:00;262800.0;29;1126;-32.2556;4.352;24018.719;0.09284;1.3892;36.607;24018.719
MyThuan;2011-10-04 01:00:00;262800.0;32;1305;-25.7667;1.414;17273.475;0.07792;1.0618;27.18;17273.475
VamNao;2011-10-04 01:00:00;262800.0;47;1510;-21.7944;3.927;7190.939;0.07404;0.9082;25.722;7190.939
ChauDoc;2011-10-04 02:00:00;266400.0;3;62;-18.895;5.159;8013.974;0.10574;1.3141;24.054;8013.974
CanTho;2011-10-04 02:00:00;266400.0;6;269;-26.9112;1.93;15518.359;0.06308;0.8512;28.841;15518.359
TanChau;2011-10-04 02:00:00;266400.0;29;1126;-32.2556;4.376;24125.5;0.09311;1.3938;36.632;24125.5
MyThuan;2011-10-04 02:00:00;266400.0;32;1305;-25.7667;1.332;17507.646;0.0794;1.0808;27.099;17507.646
VamNao;2011-10-04 02:00:00;266400.0;47;1510;-21.7944;3.953;7237.852;0.0744;0.9127;25.747;7237.852
ChauDoc;2011-10-04 03:00:00;270000.0;3;62;-18.895;5.183;8044.39;0.10589;1.317;24.078;8044.39
CanTho;2011-10-04 03:00:00;270000.0;6;269;-26.9112;1.865;15942.418;0.0651;0.8775;28.776;15942.418
TanChau;2011-10-04 03:00:00;270000.0;29;1126;-32.2556;4.385;24186.0;0.09329;1.3968;36.64;24186.0
MyThuan;2011-10-04 03:00:00;270000.0;32;1305;-25.7667;1.281;17488.689;0.07958;1.0827;27.047;17488.689
VamNao;2011-10-04 03:00:00;270000.0;47;1510;-21.7944;3.961;7244.662;0.07443;0.9131;25.756;7244.662
ChauDoc;2011-10-04 04:00:00;273600.0;3;62;-18.895;5.193;8069.241;0.10612;1.3202;24.088;8069.241
CanTho;2011-10-04 04:00:00;273600.0;6;269;-26.9112;1.832;15930.937;0.06521;0.8784;28.743;15930.937
TanChau;2011-10-04 04:00:00;273600.0;29;1126;-32.2556;4.382;24227.205;0.09347;1.3993;36.638;24227.205
MyThuan;2011-10-04 04:00:00;273600.0;32;1305;-25.7667;1.31;16827.9;0.07643;1.0401;27.077;16827.9
VamNao;2011-10-04 04:00:00;273600.0;47;1510;-21.7944;3.955;7268.795;0.0747;0.9164;25.75;7268.795
ChauDoc;2011-10-04 05:00:00;277200.0;3;62;-18.895;5.191;8087.289;0.10638;1.3234;24.086;8087.289
CanTho;2011-10-04 05:00:00;277200.0;6;269;-26.9112;1.88;15246.404;0.06219;0.8385;28.791;15246.404
TanChau;2011-10-04 05:00:00;277200.0;29;1126;-32.2556;4.373;24251.381;0.09362;1.4013;36.628;24251.381
MyThuan;2011-10-04 05:00:00;277200.0;32;1305;-25.7667;1.467;15390.846;0.06919;0.9434;27.233;15390.846
VamNao;2011-10-04 05:00:00;277200.0;47;1510;-21.7944;3.94;7311.669;0.07522;0.9227;25.735;7311.669
ChauDoc;2011-10-04 06:00:00;280800.0;3;62;-18.895;5.179;8089.417;0.10653;1.3247;24.074;8089.417
CanTho;2011-10-04 06:00:00;280800.0;6;269;-26.9112;1.997;14236.149;0.05759;0.778;28.908;14236.149
TanChau;2011-10-04 06:00:00;280800.0;29;1126;-32.2556;4.349;23957.791;0.09262;1.3858;36.604;23957.791
MyThuan;2011-10-04 06:00:00;280800.0;32;1305;-25.7667;1.67;14368.35;0.06375;0.8714;27.436;14368.35
VamNao;2011-10-04 06:00:00;280800.0;47;1510;-21.7944;3.926;7326.074;0.07544;0.9253;25.721;7326.074
ChauDoc;2011-10-04 07:00:00;284400.0;3;62;-18.895;5.165;8067.635;0.10639;1.3223;24.06;8067.635
CanTho;2011-10-04 07:00:00;284400.0;6;269;-26.9112;2.161;13268.762;0.05306;0.7189;29.072;13268.762
TanChau;2011-10-04 07:00:00;284400.0;29;1126;-32.2556;4.349;23907.529;0.09243;1.3829;36.604;23907.529
MyThuan;2011-10-04 07:00:00;284400.0;32;1305;-25.7667;1.758;15085.938;0.06655;0.9107;27.524;15085.938
VamNao;2011-10-04 07:00:00;284400.0;47;1510;-21.7944;3.924;7222.413;0.07438;0.9123;25.719;7222.413
ChauDoc;2011-10-04 08:00:00;288000.0;3;62;-18.895;5.164;8051.95;0.10619;1.3198;24.059;8051.95
CanTho;2011-10-04 08:00:00;288000.0;6;269;-26.9112;2.24;13408.779;0.05333;0.7234;29.151;13408.779
TanChau;2011-10-04 08:00:00;288000.0;29;1126;-32.2556;4.37;23612.258;0.09117;1.3646;36.625;23612.258
MyThuan;2011-10-04 08:00:00;288000.0;32;1305;-25.7667;1.751;16061.337;0.07089;0.9699;27.518;16061.337
VamNao;2011-10-04 08:00:00;288000.0;47;1510;-21.7944;3.961;7214.628;0.07412;0.9093;25.756;7214.628
ChauDoc;2011-10-04 09:00:00;291600.0;3;62;-18.895;5.188;8007.802;0.10536;1.3106;24.083;8007.802
CanTho;2011-10-04 09:00:00;291600.0;6;269;-26.9112;2.248;14138.955;0.0562;0.7625;29.159;14138.955
TanChau;2011-10-04 09:00:00;291600.0;29;1126;-32.2556;4.406;23615.752;0.09097;1.3626;36.662;23615.752
MyThuan;2011-10-04 09:00:00;291600.0;32;1305;-25.7667;1.686;16776.721;0.07435;1.0165;27.453;16776.721
VamNao;2011-10-04 09:00:00;291600.0;47;1510;-21.7944;4.012;7038.053;0.07205;0.8842;25.807;7038.053
ChauDoc;2011-10-04 10:00:00;295200.0;3;62;-18.895;5.225;7991.482;0.10478;1.3049;24.12;7991.482
CanTho;2011-10-04 10:00:00;295200.0;6;269;-26.9112;2.202;15028.652;0.05993;0.8125;29.113;15028.652
TanChau;2011-10-04 10:00:00;295200.0;29;1126;-32.2556;4.449;23802.83;0.09145;1.3708;36.704;23802.83
MyThuan;2011-10-04 10:00:00;295200.0;32;1305;-25.7667;1.582;17377.1;0.07753;1.0587;27.349;17377.1
VamNao;2011-10-04 10:00:00;295200.0;47;1510;-21.7944;4.054;6974.598;0.0712;0.874;25.849;6974.598
ChauDoc;2011-10-04 11:00:00;298800.0;3;62;-18.895;5.257;8005.215;0.10464;1.3045;24.152;8005.215
CanTho;2011-10-04 11:00:00;298800.0;6;269;-26.9112;2.093;15974.175;0.06418;0.8686;29.005;15974.175
TanChau;2011-10-04 11:00:00;298800.0;29;1126;-32.2556;4.475;23914.391;0.09172;1.3757;36.731;23914.391
MyThuan;2011-10-04 11:00:00;298800.0;32;1305;-25.7667;1.442;18103.713;0.08152;1.1112;27.209;18103.713
VamNao;2011-10-04 11:00:00;298800.0;47;1510;-21.7944;4.079;7017.726;0.07152;0.8781;25.874;7017.726
ChauDoc;2011-10-04 12:00:00;302400.0;3;62;-18.895;5.279;8033.151;0.10479;1.3072;24.174;8033.151
CanTho;2011-10-04 12:00:00;302400.0;6;269;-26.9112;1.97;16650.736;0.06749;0.9113;28.881;16650.736
TanChau;2011-10-04 12:00:00;302400.0;29;1126;-32.2556;4.484;23998.453;0.092;1.38;36.739;23998.453
MyThuan;2011-10-04 12:00:00;302400.0;32;1305;-25.7667;1.286;18720.797;0.08516;1.1586;27.053;18720.797
VamNao;2011-10-04 12:00:00;302400.0;47;1510;-21.7944;4.081;7078.857;0.07214;0.8857;25.875;7078.857
ChauDoc;2011-10-04 13:00:00;306000.0;3;62;-18.895;5.284;8071.269;0.10524;1.313;24.179;8071.269
CanTho;2011-10-04 13:00:00;306000.0;6;269;-26.9112;1.836;17138.338;0.07013;0.9448;28.747;17138.338
TanChau;2011-10-04 13:00:00;306000.0;29;1126;-32.2556;4.473;24088.078;0.0924;1.3858;36.728;24088.078
MyThuan;2011-10-04 13:00:00;306000.0;32;1305;-25.7667;1.128;19109.303;0.08784;1.1927;26.894;19109.303
VamNao;2011-10-04 13:00:00;306000.0;47;1510;-21.7944;4.06;7175.155;0.07322;0.8989;25.854;7175.155
ChauDoc;2011-10-04 14:00:00;309600.0;3;62;-18.895;5.271;8098.119;0.10572;1.3185;24.166;8098.119
CanTho;2011-10-04 14:00:00;309600.0;6;269;-26.9112;1.707;17422.264;0.07195;0.9672;28.618;17422.264
TanChau;2011-10-04 14:00:00;309600.0;29;1126;-32.2556;4.443;24158.066;0.09284;1.3916;36.699;24158.066
MyThuan;2011-10-04 14:00:00;309600.0;32;1305;-25.7667;0.971;19363.492;0.08995;1.2189;26.738;19363.492
VamNao;2011-10-04 14:00:00;309600.0;47;1510;-21.7944;4.023;7251.87;0.07419;0.9105;25.817;7251.87
ChauDoc;2011-10-04 15:00:00;313200.0;3;62;-18.895;5.243;8110.916;0.10617;1.3229;24.138;8110.916
CanTho;2011-10-04 15:00:00;313200.0;6;269;-26.9112;1.587;17545.945;0.07309;0.9804;28.499;17545.945
TanChau;2011-10-04 15:00:00;313200.0;29;1126;-32.2556;4.401;24208.211;0.09329;1.3971;36.656;24208.211
MyThuan;2011-10-04 15:00:00;313200.0;32;1305;-25.7667;0.82;19508.59;0.09155;1.2382;26.587;19508.59
VamNao;2011-10-04 15:00:00;313200.0;47;1510;-21.7944;3.972;7309.311;0.07503;0.9206;25.767;7309.311
ChauDoc;2011-10-04 16:00:00;316800.0;3;62;-18.895;5.204;8119.842;0.10667;1.3276;24.099;8119.842
CanTho;2011-10-04 16:00:00;316800.0;6;269;-26.9112;1.481;17551.754;0.07368;0.9865;28.392;17551.754
TanChau;2011-10-04 16:00:00;316800.0;29;1126;-32.2556;4.349;24242.268;0.09372;1.4023;36.604;24242.268
MyThuan;2011-10-04 16:00:00;316800.0;32;1305;-25.7667;0.685;19488.826;0.0923;1.2462;26.451;19488.826
VamNao;2011-10-04 16:00:00;316800.0;47;1510;-21.7944;3.914;7349.418;0.07574;0.929;25.708;7349.418
ChauDoc;2011-10-04 17:00:00;320400.0;3;62;-18.895;5.158;8116.655;0.1071;1.3309;24.053;8116.655
