tram;thoi_gian;t_s;bief;sec;ZREF;Z;QMIN;FR;VMIN;Y;Q
VamNao;2011-10-08 05:00:00;622800.0;15;1318;-21.7944;3.233;6279.728;0.06784;0.8285;25.028;6279.728
ChauDoc;2011-10-08 06:00:00;626400.0;1;74;-18.895;4.07;7919.059;0.11383;1.3921;22.965;7919.059
CanTho;2011-10-08 06:00:00;626400.0;2;279;-26.9112;1.928;15550.507;0.06322;0.853;28.839;15550.507
TanChau;2011-10-08 06:00:00;626400.0;11;979;-32.2556;3.821;23799.324;0.09517;1.4094;36.076;23799.324
MyThuan;2011-10-08 06:00:00;626400.0;12;1171;-25.7667;1.262;19602.992;0.08932;1.2148;27.028;19602.992
VamNao;2011-10-08 06:00:00;626400.0;15;1318;-21.7944;3.241;6253.716;0.06752;0.8247;25.035;6253.716
ChauDoc;2011-10-08 07:00:00;630000.0;1;74;-18.895;4.072;8039.404;0.11554;1.413;22.967;8039.404
CanTho;2011-10-08 07:00:00;630000.0;2;279;-26.9112;1.817;16230.709;0.06651;0.8957;28.728;16230.709
TanChau;2011-10-08 07:00:00;630000.0;11;979;-32.2556;3.817;24180.307;0.09671;1.4322;36.073;24180.307
MyThuan;2011-10-08 07:00:00;630000.0;12;1171;-25.7667;1.087;20383.82;0.09396;1.2751;26.853;20383.82
VamNao;2011-10-08 07:00:00;630000.0;15;1318;-21.7944;3.208;6412.229;0.0694;0.8474;25.002;6412.229
ChauDoc;2011-10-08 08:00:00;633600.0;1;74;-18.895;4.044;8120.176;0.11696;1.4298;22.939;8120.176
CanTho;2011-10-08 08:00:00;633600.0;2;279;-26.9112;1.713;16528.617;0.06823;0.9173;28.625;16528.617
TanChau;2011-10-08 08:00:00;633600.0;11;979;-32.2556;3.778;24417.637;0.09791;1.4488;36.033;24417.637
MyThuan;2011-10-08 08:00:00;633600.0;12;1171;-25.7667;0.927;20758.359;0.09672;1.3099;26.693;20758.359
VamNao;2011-10-08 08:00:00;633600.0;15;1318;-21.7944;3.156;6542.921;0.07107;0.8676;24.95;6542.921
ChauDoc;2011-10-08 09:00:00;637200.0;1;74;-18.895;4.001;8155.492;0.11788;1.4401;22.896;8155.492
CanTho;2011-10-08 09:00:00;637200.0;2;279;-26.9112;1.628;16561.795;0.06879;0.9234;28.539;16561.795
TanChau;2011-10-08 09:00:00;637200.0;11;979;-32.2556;3.716;24506.783;0.09865;1.4581;35.972;24506.783
MyThuan;2011-10-08 09:00:00;637200.0;12;1171;-25.7667;0.802;20662.127;0.09708;1.3127;26.569;20662.127
VamNao;2011-10-08 09:00:00;637200.0;15;1318;-21.7944;3.087;6582.607;0.07186;0.8768;24.881;6582.607
ChauDoc;2011-10-08 10:00:00;640800.0;1;74;-18.895;3.945;8176.562;0.11872;1.4493;22.84;8176.562
CanTho;2011-10-08 10:00:00;640800.0;2;279;-26.9112;1.599;16038.447;0.06675;0.8956;28.51;16038.447
TanChau;2011-10-08 10:00:00;640800.0;11;979;-32.2556;3.633;24418.062;0.0988;1.4582;35.889;24418.062
MyThuan;2011-10-08 10:00:00;640800.0;12;1171;-25.7667;0.772;19743.783;0.09296;1.2564;26.538;19743.783
VamNao;2011-10-08 10:00:00;640800.0;15;1318;-21.7944;3.009;6539.346;0.07178;0.8754;24.804;6539.346
ChauDoc;2011-10-08 11:00:00;644400.0;1;74;-18.895;3.881;8176.439;0.11934;1.4555;22.776;8176.439
CanTho;2011-10-08 11:00:00;644400.0;2;279;-26.9112;1.662;14818.616;0.0614;0.8246;28.574;14818.616
TanChau;2011-10-08 11:00:00;644400.0;11;979;-32.2556;3.554;24316.648;0.09887;1.4573;35.81;24316.648
MyThuan;2011-10-08 11:00:00;644400.0;12;1171;-25.7667;0.894;17791.303;0.08307;1.1246;26.661;17791.303
VamNao;2011-10-08 11:00:00;644400.0;15;1318;-21.7944;2.928;6408.907;0.07076;0.8625;24.723;6408.907
ChauDoc;2011-10-08 12:00:00;648000.0;1;74;-18.895;3.815;8161.526;0.11976;1.4592;22.71;8161.526
CanTho;2011-10-08 12:00:00;648000.0;2;279;-26.9112;1.82;13111.092;0.05371;0.7234;28.732;13111.092
TanChau;2011-10-08 12:00:00;648000.0;11;979;-32.2556;3.485;24189.629;0.09878;1.4542;35.741;24189.629
MyThuan;2011-10-08 12:00:00;648000.0;12;1171;-25.7667;1.137;15543.696;0.07141;0.9697;26.904;15543.696
VamNao;2011-10-08 12:00:00;648000.0;15;1318;-21.7944;2.873;6270.048;0.06951;0.8469;24.667;6270.048
ChauDoc;2011-10-08 13:00:00;651600.0;1;74;-18.895;3.774;8124.437;0.11963;1.4566;22.669;8124.437
CanTho;2011-10-08 13:00:00;651600.0;2;279;-26.9112;1.936;12407.189;0.05041;0.6803;28.847;12407.189
TanChau;2011-10-08 13:00:00;651600.0;11;979;-32.2556;3.441;23833.609;0.0976;1.4357;35.696;23833.609
MyThuan;2011-10-08 13:00:00;651600.0;12;1171;-25.7667;1.321;15036.782;0.06824;0.9289;27.088;15036.782
VamNao;2011-10-08 13:00:00;651600.0;15;1318;-21.7944;2.865;6043.276;0.06703;0.8167;24.659;6043.276
ChauDoc;2011-10-08 14:00:00;655200.0;1;74;-18.895;3.774;8053.762;0.11859;1.4439;22.669;8053.762
CanTho;2011-10-08 14:00:00;655200.0;2;279;-26.9112;1.94;13007.27;0.05283;0.7131;28.851;13007.27
TanChau;2011-10-08 14:00:00;655200.0;11;979;-32.2556;3.464;23435.76;0.09583;1.4102;35.719;23435.76
MyThuan;2011-10-08 14:00:00;655200.0;12;1171;-25.7667;1.369;16114.907;0.07291;0.9929;27.135;16114.907
VamNao;2011-10-08 14:00:00;655200.0;15;1318;-21.7944;2.922;5756.875;0.06359;0.7751;24.717;5756.875
ChauDoc;2011-10-08 15:00:00;658800.0;1;74;-18.895;3.822;7975.663;0.11698;1.4253;22.717;7975.663
CanTho;2011-10-08 15:00:00;658800.0;2;279;-26.9112;1.912;13590.579;0.05531;0.7462;28.823;13590.579
TanChau;2011-10-08 15:00:00;658800.0;11;979;-32.2556;3.548;23286.262;0.09472;1.3959;35.804;23286.262
MyThuan;2011-10-08 15:00:00;658800.0;12;1171;-25.7667;1.288;17539.602;0.07978;1.0854;27.055;17539.602
VamNao;2011-10-08 15:00:00;658800.0;15;1318;-21.7944;2.995;5761.739;0.06331;0.772;24.79;5761.739
ChauDoc;2011-10-08 16:00:00;662400.0;1;74;-18.895;3.875;7968.703;0.11637;1.419;22.77;7968.703
CanTho;2011-10-08 16:00:00;662400.0;2;279;-26.9112;1.823;14511.608;0.05943;0.8005;28.735;14511.608
TanChau;2011-10-08 16:00:00;662400.0;11;979;-32.2556;3.616;23502.184;0.0952;1.4046;35.871;23502.184
MyThuan;2011-10-08 16:00:00;662400.0;12;1171;-25.7667;1.121;18976.746;0.08727;1.1849;26.888;18976.746
VamNao;2011-10-08 16:00:00;662400.0;15;1318;-21.7944;3.033;6012.071;0.06588;0.8036;24.828;6012.071
ChauDoc;2011-10-08 17:00:00;666000.0;1;74;-18.895;3.904;8002.688;0.11658;1.4223;22.799;8002.688
CanTho;2011-10-08 17:00:00;666000.0;2;279;-26.9112;1.711;15473.86;0.06389;0.8589;28.622;15473.86
TanChau;2011-10-08 17:00:00;666000.0;11;979;-32.2556;3.642;23824.951;0.09635;1.4222;35.898;23824.951
MyThuan;2011-10-08 17:00:00;666000.0;12;1171;-25.7667;0.94;19951.574;0.09287;1.258;26.707;19951.574
VamNao;2011-10-08 17:00:00;666000.0;15;1318;-21.7944;3.045;6174.98;0.06761;0.8247;24.839;6174.98
ChauDoc;2011-10-08 18:00:00;669600.0;1;74;-18.895;3.912;8053.037;0.11724;1.4305;22.807;8053.037
CanTho;2011-10-08 18:00:00;669600.0;2;279;-26.9112;1.589;16210.624;0.06752;0.9058;28.5;16210.624
TanChau;2011-10-08 18:00:00;669600.0;11;979;-32.2556;3.627;24059.049;0.09739;1.4372;35.882;24059.049
MyThuan;2011-10-08 18:00:00;669600.0;12;1171;-25.7667;0.751;20614.137;0.09719;1.3133;26.517;20614.137
VamNao;2011-10-08 18:00:00;669600.0;15;1318;-21.7944;3.016;6297.771;0.0691;0.8427;24.81;6297.771
ChauDoc;2011-10-08 19:00:00;673200.0;1;74;-18.895;3.887;8107.432;0.11828;1.4426;22.782;8107.432
CanTho;2011-10-08 19:00:00;673200.0;2;279;-26.9112;1.458;16707.477;0.07026;0.9402;28.37;16707.477
TanChau;2011-10-08 19:00:00;673200.0;11;979;-32.2556;3.577;24161.898;0.09811;1.4466;35.832;24161.898
MyThuan;2011-10-08 19:00:00;673200.0;12;1171;-25.7667;0.563;21095.189;0.10075;1.358;26.329;21095.189
VamNao;2011-10-08 19:00:00;673200.0;15;1318;-21.7944;2.955;6342.394;0.06989;0.852;24.75;6342.394
ChauDoc;2011-10-08 20:00:00;676800.0;1;74;-18.895;3.837;8145.008;0.11931;1.4541;22.732;8145.008
CanTho;2011-10-08 20:00:00;676800.0;2;279;-26.9112;1.339;16883.33;0.07162;0.9564;28.25;16883.33
TanChau;2011-10-08 20:00:00;676800.0;11;979;-32.2556;3.511;24214.848;0.09872;1.454;35.767;24214.848
MyThuan;2011-10-08 20:00:00;676800.0;12;1171;-25.7667;0.389;21255.936;0.10274;1.3817;26.156;21255.936
VamNao;2011-10-08 20:00:00;676800.0;15;1318;-21.7944;2.878;6367.898;0.07057;0.8598;24.672;6367.898
ChauDoc;2011-10-08 21:00:00;680400.0;1;74;-18.895;3.773;8167.467;0.12027;1.4644;22.668;8167.467
CanTho;2011-10-08 21:00:00;680400.0;2;279;-26.9112;1.235;16819.549;0.0719;0.9583;28.146;16819.549
TanChau;2011-10-08 21:00:00;680400.0;11;979;-32.2556;3.433;24261.975;0.0994;1.462;35.689;24261.975
MyThuan;2011-10-08 21:00:00;680400.0;12;1171;-25.7667;0.255;20978.312;0.10236;1.374;26.022;20978.312
VamNao;2011-10-08 21:00:00;680400.0;15;1318;-21.7944;2.788;6377.513;0.07114;0.8663;24.582;6377.513
ChauDoc;2011-10-08 22:00:00;684000.0;1;74;-18.895;3.701;8177.824;0.12114;1.4734;22.596;8177.824
CanTho;2011-10-08 22:00:00;684000.0;2;279;-26.9112;1.166;16437.096;0.07062;0.9402;28.077;16437.096
TanChau;2011-10-08 22:00:00;684000.0;11;979;-32.2556;3.35;24275.855;0.09998;1.4684;35.605;24275.855
MyThuan;2011-10-08 22:00:00;684000.0;12;1171;-25.7667;0.21;20044.682;0.09813;1.3162;25.976;20044.682
VamNao;2011-10-08 22:00:00;684000.0;15;1318;-21.7944;2.697;6355.82;0.07137;0.8686;24.491;6355.82
ChauDoc;2011-10-08 23:00:00;687600.0;1;74;-18.895;3.626;8166.264;0.12172;1.4788;22.521;8166.264
CanTho;2011-10-08 23:00:00;687600.0;2;279;-26.9112;1.183;15384.737;0.06602;0.8791;28.095;15384.737
TanChau;2011-10-08 23:00:00;687600.0;11;979;-32.2556;3.256;24143.826;0.10002;1.4666;35.512;24143.826
MyThuan;2011-10-08 23:00:00;687600.0;12;1171;-25.7667;0.44;16910.879;0.08146;1.0962;26.206;16910.879
VamNao;2011-10-08 23:00:00;687600.0;15;1318;-21.7944;2.608;6306.428;0.07128;0.8669;24.403;6306.428
ChauDoc;2011-10-09 00:00:00;691200.0;1;74;-18.895;3.55;8128.196;0.12193;1.4796;22.445;8128.196
CanTho;2011-10-09 00:00:00;691200.0;2;279;-26.9112;1.517;11648.666;0.04878;0.6534;28.428;11648.666
TanChau;2011-10-09 00:00:00;691200.0;11;979;-32.2556;3.177;23993.666;0.09989;1.4627;35.433;23993.666
MyThuan;2011-10-09 00:00:00;691200.0;12;1171;-25.7667;1.043;11266.001;0.05208;0.7064;26.81;11266.001
VamNao;2011-10-09 00:00:00;691200.0;15;1318;-21.7944;2.53;6188.556;0.07036;0.8552;24.324;6188.556
ChauDoc;2011-10-09 01:00:00;694800.0;1;74;-18.895;3.484;8086.082;0.12197;1.4786;22.379;8086.082
CanTho;2011-10-09 01:00:00;694800.0;2;279;-26.9112;1.973;7957.585;0.03225;0.4355;28.884;7957.585
TanChau;2011-10-09 01:00:00;694800.0;11;979;-32.2556;3.122;23694.123;0.09899;1.4481;35.377;23694.123
MyThuan;2011-10-09 01:00:00;694800.0;12;1171;-25.7667;1.537;9494.962;0.04249;0.5798;27.304;9494.962
VamNao;2011-10-09 01:00:00;694800.0;15;1318;-21.7944;2.502;6087.87;0.06936;0.8429;24.296;6087.87
ChauDoc;2011-10-09 02:00:00;698400.0;1;74;-18.895;3.467;7995.976;0.12079;1.4639;22.362;7995.976
CanTho;2011-10-09 02:00:00;698400.0;2;279;-26.9112;2.096;8960.041;0.03599;0.4871;29.007;8960.041
TanChau;2011-10-09 02:00:00;698400.0;11;979;-32.2556;3.174;22909.242;0.0954;1.3968;35.43;22909.242
MyThuan;2011-10-09 02:00:00;698400.0;12;1171;-25.7667;1.836;10674.384;0.04686;0.6418;27.603;10674.384
VamNao;2011-10-09 02:00:00;698400.0;15;1318;-21.7944;2.659;5743.538;0.06467;0.7868;24.454;5743.538
ChauDoc;2011-10-09 03:00:00;702000.0;1;74;-18.895;3.621;7778.165;0.11599;1.4091;22.516;7778.165
CanTho;2011-10-09 03:00:00;702000.0;2;279;-26.9112;2.15;10404.805;0.04164;0.564;29.062;10404.805
TanChau;2011-10-09 03:00:00;702000.0;11;979;-32.2556;3.404;22238.797;0.09128;1.3418;35.66;22238.797
MyThuan;2011-10-09 03:00:00;702000.0;12;1171;-25.7667;1.915;12546.654;0.0548;0.7512;27.681;12546.654
VamNao;2011-10-09 03:00:00;702000.0;15;1318;-21.7944;2.947;5293.218;0.05837;0.7115;24.741;5293.218
ChauDoc;2011-10-09 04:00:00;705600.0;1;74;-18.895;3.864;7746.877;0.11323;1.3806;22.759;7746.877
CanTho;2011-10-09 04:00:00;705600.0;2;279;-26.9112;2.165;11520.131;0.04605;0.624;29.076;11520.131
TanChau;2011-10-09 04:00:00;705600.0;11;979;-32.2556;3.671;22659.828;0.09147;1.3509;35.927;22659.828
MyThuan;2011-10-09 04:00:00;705600.0;12;1171;-25.7667;1.74;15829.515;0.06991;0.9565;27.506;15829.515
VamNao;2011-10-09 04:00:00;705600.0;15;1318;-21.7944;3.111;5708.745;0.06221;0.7592;24.906;5708.745
ChauDoc;2011-10-09 05:00:00;709200.0;1;74;-18.895;3.983;7827.658;0.1133;1.3839;22.878;7827.658
CanTho;2011-10-09 05:00:00;709200.0;2;279;-26.9112;2.042;13851.631;0.05585;0.7552;28.954;13851.631
TanChau;2011-10-09 05:00:00;709200.0;11;979;-32.2556;3.835;23365.846;0.09335;1.3828;36.09;23365.846
MyThuan;2011-10-09 05:00:00;709200.0;12;1171;-25.7667;1.524;18451.031;0.08264;1.1276;27.29;18451.031
VamNao;2011-10-09 05:00:00;709200.0;15;1318;-21.7944;3.254;6387.723;0.06891;0.8417;25.048;6387.723
ChauDoc;2011-10-09 06:00:00;712800.0;1;74;-18.895;4.092;7889.802;0.11321;1.3849;22.987;7889.802
CanTho;2011-10-09 06:00:00;712800.0;2;279;-26.9112;1.936;15543.195;0.06315;0.8523;28.847;15543.195
TanChau;2011-10-09 06:00:00;712800.0;11;979;-32.2556;3.886;23878.873;0.09508;1.4099;36.142;23878.873
MyThuan;2011-10-09 06:00:00;712800.0;12;1171;-25.7667;1.308;19903.359;0.09041;1.2303;27.075;19903.359
VamNao;2011-10-09 06:00:00;712800.0;15;1318;-21.7944;3.305;6526.898;0.07015;0.8572;25.099;6526.898
ChauDoc;2011-10-09 07:00:00;716400.0;1;74;-18.895;4.134;8038.898;0.11496;1.4072;23.029;8038.898
CanTho;2011-10-09 07:00:00;716400.0;2;279;-26.9112;1.835;16428.611;0.06723;0.9057;28.747;16428.611
TanChau;2011-10-09 07:00:00;716400.0;11;979;-32.2556;3.875;24284.898;0.09677;1.4346;36.131;24284.898
MyThuan;2011-10-09 07:00:00;716400.0;12;1171;-25.7667;1.105;20764.496;0.0956;1.2976;26.871;20764.496
VamNao;2011-10-09 07:00:00;716400.0;15;1318;-21.7944;3.262;6553.479;0.07065;0.863;25.057;6553.479
ChauDoc;2011-10-09 08:00:00;720000.0;1;74;-18.895;4.093;8144.534;0.11684;1.4294;22.988;8144.534
CanTho;2011-10-09 08:00:00;720000.0;2;279;-26.9112;1.719;16905.512;0.06976;0.9379;28.631;16905.512
TanChau;2011-10-09 08:00:00;720000.0;11;979;-32.2556;3.845;24725.266;0.09871;1.4626;36.101;24725.266
MyThuan;2011-10-09 08:00:00;720000.0;12;1171;-25.7667;0.911;21316.91;0.09942;1.3462;26.678;21316.91
VamNao;2011-10-09 08:00:00;720000.0;15;1318;-21.7944;3.204;6649.704;0.07199;0.879;24.998;6649.704
ChauDoc;2011-10-09 09:00:00;723600.0;1;74;-18.895;4.045;8199.182;0.11809;1.4437;22.94;8199.182
CanTho;2011-10-09 09:00:00;723600.0;2;279;-26.9112;1.603;17136.834;0.0713;0.9567;28.515;17136.834
TanChau;2011-10-09 09:00:00;723600.0;11;979;-32.2556;3.785;24935.945;0.09994;1.479;36.041;24935.945
MyThuan;2011-10-09 09:00:00;723600.0;12;1171;-25.7667;0.739;21428.875;0.10111;1.3661;26.506;21428.875
VamNao;2011-10-09 09:00:00;723600.0;15;1318;-21.7944;3.136;6753.826;0.07347;0.8967;24.93;6753.826
ChauDoc;2011-10-09 10:00:00;727200.0;1;74;-18.895;3.99;8216.279;0.11886;1.4519;22.885;8216.279
CanTho;2011-10-09 10:00:00;727200.0;2;279;-26.9112;1.518;16962.809;0.07102;0.9515;28.429;16962.809
TanChau;2011-10-09 10:00:00;727200.0;11;979;-32.2556;3.697;24842.742;0.10012;1.4794;35.952;24842.742
MyThuan;2011-10-09 10:00:00;727200.0;12;1171;-25.7667;0.638;20934.09;0.09946;1.342;26.405;20934.09
VamNao;2011-10-09 10:00:00;727200.0;15;1318;-21.7944;3.052;6725.431;0.0736;0.8978;24.846;6725.431
ChauDoc;2011-10-09 11:00:00;730800.0;1;74;-18.895;3.921;8223.287;0.11964;1.4599;22.816;8223.287
CanTho;2011-10-09 11:00:00;730800.0;2;279;-26.9112;1.521;16031.904;0.06711;0.8991;28.433;16031.904
TanChau;2011-10-09 11:00:00;730800.0;11;979;-32.2556;3.588;24546.807;0.0996;1.4689;35.843;24546.807
MyThuan;2011-10-09 11:00:00;730800.0;12;1171;-25.7667;0.688;19260.268;0.0912;1.2313;26.455;19260.268
VamNao;2011-10-09 11:00:00;730800.0;15;1318;-21.7944;2.956;6606.753;0.0728;0.8875;24.75;6606.753
ChauDoc;2011-10-09 12:00:00;734400.0;1;74;-18.895;3.839;8208.481;0.12022;1.4652;22.734;8208.481
CanTho;2011-10-09 12:00:00;734400.0;2;279;-26.9112;1.667;14053.049;0.0582;0.7818;28.579;14053.049
TanChau;2011-10-09 12:00:00;734400.0;11;979;-32.2556;3.493;24351.193;0.09939;1.4634;35.749;24351.193
MyThuan;2011-10-09 12:00:00;734400.0;12;1171;-25.7667;0.959;16163.014;0.07514;1.0181;26.726;16163.014
VamNao;2011-10-09 12:00:00;734400.0;15;1318;-21.7944;2.861;6398.63;0.071;0.8649;24.655;6398.63
ChauDoc;2011-10-09 13:00:00;738000.0;1;74;-18.895;3.762;8178.188;0.12054;1.4674;22.657;8178.188
CanTho;2011-10-09 13:00:00;738000.0;2;279;-26.9112;1.902;11895.454;0.04845;0.6534;28.813;11895.454
TanChau;2011-10-09 13:00:00;738000.0;11;979;-32.2556;3.429;24221.58;0.09926;1.4598;35.684;24221.58
MyThuan;2011-10-09 13:00:00;738000.0;12;1171;-25.7667;1.289;13864.642;0.06306;0.8579;27.055;13864.642
VamNao;2011-10-09 13:00:00;738000.0;15;1318;-21.7944;2.811;6227.128;0.06934;0.8445;24.606;6227.128
ChauDoc;2011-10-09 14:00:00;741600.0;1;74;-18.895;3.724;8105.241;0.11983;1.458;22.619;8105.241
CanTho;2011-10-09 14:00:00;741600.0;2;279;-26.9112;2.011;11674.143;0.04718;0.6376;28.922;11674.143
TanChau;2011-10-09 14:00:00;741600.0;11;979;-32.2556;3.409;23778.387;0.09757;1.4344;35.664;23778.387
MyThuan;2011-10-09 14:00:00;741600.0;12;1171;-25.7667;1.484;14165.453;0.06361;0.8675;27.251;14165.453
VamNao;2011-10-09 14:00:00;741600.0;15;1318;-21.7944;2.846;5965.326;0.06626;0.8072;24.641;5965.326
ChauDoc;2011-10-09 15:00:00;745200.0;1;74;-18.895;3.763;7992.988;0.1178;1.4341;22.658;7992.988
CanTho;2011-10-09 15:00:00;745200.0;2;279;-26.9112;2.027;12426.559;0.05016;0.6781;28.938;12426.559
TanChau;2011-10-09 15:00:00;745200.0;11;979;-32.2556;3.481;23193.084;0.09474;1.3945;35.737;23193.084
MyThuan;2011-10-09 15:00:00;745200.0;12;1171;-25.7667;1.529;15511.213;0.06945;0.9476;27.296;15511.213
VamNao;2011-10-09 15:00:00;745200.0;15;1318;-21.7944;2.96;5694.108;0.06273;0.7647;24.755;5694.108
ChauDoc;2011-10-09 16:00:00;748800.0;1;74;-18.895;3.86;7937.603;0.11606;1.4149;22.755;7937.603
CanTho;2011-10-09 16:00:00;748800.0;2;279;-26.9112;1.966;13544.338;0.05491;0.7415;28.877;13544.338
TanChau;2011-10-09 16:00:00;748800.0;11;979;-32.2556;3.605;23181.746;0.09396;1.3861;35.861;23181.746
MyThuan;2011-10-09 16:00:00;748800.0;12;1171;-25.7667;1.404;17505.311;0.07902;1.0766;27.17;17505.311
VamNao;2011-10-09 16:00:00;748800.0;15;1318;-21.7944;3.052;5772.492;0.06317;0.7706;24.847;5772.492
ChauDoc;2011-10-09 17:00:00;752400.0;1;74;-18.895;3.932;7962.868;0.11574;1.4126;22.827;7962.868
CanTho;2011-10-09 17:00:00;752400.0;2;279;-26.9112;1.845;14881.815;0.06085;0.82;28.757;14881.815
TanChau;2011-10-09 17:00:00;752400.0;11;979;-32.2556;3.702;23624.395;0.09518;1.4065;35.958;23624.395
MyThuan;2011-10-09 17:00:00;752400.0;12;1171;-25.7667;1.204;19224.91;0.08793;1.195;26.97;19224.91
VamNao;2011-10-09 17:00:00;752400.0;15;1318;-21.7944;3.112;6082.334;0.06628;0.8088;24.906;6082.334
ChauDoc;2011-10-09 18:00:00;756000.0;1;74;-18.895;3.97;7999.32;0.11591;1.4155;22.865;7999.32
CanTho;2011-10-09 18:00:00;756000.0;2;279;-26.9112;1.72;15892.476;0.06557;0.8816;28.632;15892.476
TanChau;2011-10-09 18:00:00;756000.0;11;979;-32.2556;3.732;24027.848;0.09663;1.4286;35.987;24027.848
MyThuan;2011-10-09 18:00:00;756000.0;12;1171;-25.7667;1.002;20235.174;0.0938;1.2716;26.769;20235.174
VamNao;2011-10-09 18:00:00;756000.0;15;1318;-21.7944;3.123;6392.466;0.0696;0.8494;24.917;6392.466
ChauDoc;2011-10-09 19:00:00;759600.0;1;74;-18.895;3.972;8060.303;0.11678;1.4261;22.867;8060.303
CanTho;2011-10-09 19:00:00;759600.0;2;279;-26.9112;1.595;16599.232;0.06911;0.9271;28.506;16599.232
TanChau;2011-10-09 19:00:00;759600.0;11;979;-32.2556;3.699;24226.574;0.09763;1.4426;35.954;24226.574
MyThuan;2011-10-09 19:00:00;759600.0;12;1171;-25.7667;0.801;20960.826;0.09849;1.3318;26.567;20960.826
VamNao;2011-10-09 19:00:00;759600.0;15;1318;-21.7944;3.077;6515.908;0.07118;0.8684;24.872;6515.908
ChauDoc;2011-10-09 20:00:00;763200.0;1;74;-18.895;3.934;8124.938;0.11807;1.4411;22.829;8124.938
CanTho;2011-10-09 20:00:00;763200.0;2;279;-26.9112;1.473;16986.197;0.07135;0.9551;28.384;16986.197
TanChau;2011-10-09 20:00:00;763200.0;11;979;-32.2556;3.658;24529.398;0.0991;1.4633;35.913;24529.398
MyThuan;2011-10-09 20:00:00;763200.0;12;1171;-25.7667;0.602;21424.463;0.10204;1.3762;26.369;21424.463
VamNao;2011-10-09 20:00:00;763200.0;15;1318;-21.7944;3.008;6548.315;0.07189;0.8767;24.802;6548.315
ChauDoc;2011-10-09 21:00:00;766800.0;1;74;-18.895;3.88;8173.167;0.1193;1.4549;22.775;8173.167
CanTho;2011-10-09 21:00:00;766800.0;2;279;-26.9112;1.357;17092.152;0.07241;0.9673;28.268;17092.152
TanChau;2011-10-09 21:00:00;766800.0;11;979;-32.2556;3.574;24526.5;0.0996;1.4686;35.83;24526.5
MyThuan;2011-10-09 21:00:00;766800.0;12;1171;-25.7667;0.422;21485.17;0.10362;1.394;26.189;21485.17
VamNao;2011-10-09 21:00:00;766800.0;15;1318;-21.7944;2.932;6650.783;0.07341;0.8948;24.727;6650.783
ChauDoc;2011-10-09 22:00:00;770400.0;1;74;-18.895;3.816;8178.625;0.12001;1.4622;22.711;8178.625
CanTho;2011-10-09 22:00:00;770400.0;2;279;-26.9112;1.26;16968.783;0.0724;0.9655;28.171;16968.783
TanChau;2011-10-09 22:00:00;770400.0;11;979;-32.2556;3.49;24490.588;0.09998;1.472;35.745;24490.588
MyThuan;2011-10-09 22:00:00;770400.0;12;1171;-25.7667;0.288;21182.689;0.10311;1.3848;26.055;21182.689
VamNao;2011-10-09 22:00:00;770400.0;15;1318;-21.7944;2.833;6519.661;0.07249;0.8829;24.628;6519.661
ChauDoc;2011-10-09 23:00:00;774000.0;1;74;-18.895;3.74;8199.692;0.12107;1.4734;22.635;8199.692
CanTho;2011-10-09 23:00:00;774000.0;2;279;-26.9112;1.223;16327.357;0.06986;0.9309;28.134;16327.357
TanChau;2011-10-09 23:00:00;774000.0;11;979;-32.2556;3.399;24473.984;0.10048;1.477;35.654;24473.984
MyThuan;2011-10-09 23:00:00;774000.0;12;1171;-25.7667;0.283;19798.787;0.09641;1.2947;26.05;19798.787
VamNao;2011-10-09 23:00:00;774000.0;15;1318;-21.7944;2.742;6495.785;0.0727;0.885;24.536;6495.785
ChauDoc;2011-10-10 00:00:00;777600.0;1;74;-18.895;3.663;8178.403;0.12154;1.4773;22.558;8178.403
CanTho;2011-10-10 00:00:00;777600.0;2;279;-26.9112;1.396;13826.724;0.05841;0.7808;28.307;13826.724
TanChau;2011-10-10 00:00:00;777600.0;11;979;-32.2556;3.308;24362.861;0.1006;1.4764;35.563;24362.861
MyThuan;2011-10-10 00:00:00;777600.0;12;1171;-25.7667;0.704;14843.781;0.07021;0.9481;26.471;14843.781
VamNao;2011-10-10 00:00:00;777600.0;15;1318;-21.7944;2.649;6378.203;0.07188;0.8744;24.443;6378.203
ChauDoc;2011-10-10 01:00:00;781200.0;1;74;-18.895;3.588;8155.558;0.12196;1.4808;22.483;8155.558
CanTho;2011-10-10 01:00:00;781200.0;2;279;-26.9112;1.895;9091.454;0.03704;0.4996;28.807;9091.454
TanChau;2011-10-10 01:00:00;781200.0;11;979;-32.2556;3.225;24168.176;0.10032;1.4701;35.48;24168.176
MyThuan;2011-10-10 01:00:00;781200.0;12;1171;-25.7667;1.341;9676.708;0.04386;0.5971;27.107;9676.708
VamNao;2011-10-10 01:00:00;781200.0;15;1318;-21.7944;2.584;6249.26;0.07076;0.8605;24.378;6249.26
ChauDoc;2011-10-10 02:00:00;784800.0;1;74;-18.895;3.538;8098.231;0.12161;1.4754;22.433;8098.231
CanTho;2011-10-10 02:00:00;784800.0;2;279;-26.9112;2.104;8882.1;0.03566;0.4827;29.015;8882.1
TanChau;2011-10-10 02:00:00;784800.0;11;979;-32.2556;3.196;23717.895;0.09863;1.4447;35.451;23717.895
MyThuan;2011-10-10 02:00:00;784800.0;12;1171;-25.7667;1.796;9330.278;0.04106;0.5621;27.562;9330.278
VamNao;2011-10-10 02:00:00;784800.0;15;1318;-21.7944;2.624;5845.366;0.06599;0.8027;24.419;5845.366
