ten_mike;so_doan;ch0;ch1;dai_km;US;DS;link;giu_ledger;ly_do;n_xsec_mike;topo_id;n_survey2020
KenhRanh(4000)_3;1;0.0;3087.0;3.09;BoDoi@4806;KH8@28049;no;GIU;co_mat_cat_mike;0;;0
KenhRanhTinh;1;0.0;3195.0;3.19;KH92@19744;14000Nho@927;no;GIU;co_mat_cat_mike;0;;0
KenhT1;1;0.0;2450.0;2.45;tutrinh@602;CG17_18@4351;no;GIU;co_mat_cat_mike;0;;0
KenhT3;1;0.0;2600.0;2.6;tutrinh@2800;CG17_18@6993;no;GIU;co_mat_cat_mike;0;;0
KenhT5;1;0.0;6100.0;6.1;Cho Gao@4273;CG17_18@11337;no;GIU;co_mat_cat_mike;0;;0
KenhTac;1;0.0;2850.0;2.85;KH92@34065;Xa No@34538;no;GIU;co_mat_cat_mike;0;;0
Kenh_118;1;0.0;10716.0;10.72;Dua_do_Creck@6000;CAIHOP@13455;no;GIU;co_mat_cat_mike;0;;0
Kenh_16;1;0.0;6776.0;6.78;CoChien@34566;Giong_trom1@6578;no;GIU;co_mat_cat_mike;0;;0
Kenh_30-4;1;0.0;13300.0;13.3;Vam Co Tay@131694;KENHTG5@15317;no;GIU;co_mat_cat_mike;0;;0
Kenh_Bong_Sung;1;0.0;5975.0;5.97;Duong Hoa LT@8270;BASSAC@125064;no;GIU;co_mat_cat_mike;0;;0
Kenh_Cung;1;0.0;3900.0;3.9;K.T1_TG@2552;GOCAT-HOCLUU@16908;no;GIU;co_mat_cat_mike;0;;0
Kenh_Lo;1;0.0;10921.0;10.92;O Mon@6268;Thom Rom@5435;no;GIU;co_mat_cat_mike;0;;0
Kenh_Nga_Cay;1;0.0;7416.0;7.42;Rach_Cai_Dau@0;Song_Cai_Rang@8200;no;GIU;co_mat_cat_mike;0;;0
Kenh_Pham_Hung;1;0.0;11161.0;11.16;So 1@8530;K307@18700;no;GIU;co_mat_cat_mike;0;;0
Kenh_Rao_Can;1;0.0;5494.0;5.49;Rau Cau@652;Can Tho HH@14300;no;GIU;co_mat_cat_mike;0;;0
Kenh_Thay_Cai;1;0.0;12756.0;12.76;Nang Mau@4654;Cai Con@16103;no;GIU;co_mat_cat_mike;0;;0
Kenh_Xeo_Vuong;1;0.0;8224.0;8.22;Nang Mau@14678;Cai Con@16103;no;GIU;co_mat_cat_mike;0;;0
Khang Chien;4;0.0;30000.0;30.0;"Dong Tien3@6280; An Binh@7100; Hong Ngu@5200; Khang Chien cau@500";"An Phong MH1@8804; Dong Tien3@6280; An Binh@7100; Hong Ngu@5200";no;GIU;co_mat_cat_mike;0;;0
Khang Chien cau;1;0.0;500.0;0.5;Tan Thanh LG@3000;TU_DO;no;GIU;co_mat_cat_mike;0;;0
Khao Dien;1;0.0;7361.0;7.36;TU_DO;KCHOHOIHUYENSU2@22546;no;GIU;co_mat_cat_mike;0;;0
KhoenAXay;1;0.0;3256.0;3.26;TSH7@2375;Cai Be@20756;no;GIU;co_mat_cat_mike;0;;0
Khong ten;1;0.0;4531.0;4.53;Dong Da@1696;Ca Mau BL@17429;no;GIU;co_mat_cat_mike;0;;0
Khong ten1;1;0.0;3222.0;3.22;Xeo Chit@87677;Bach Nguu@7372;no;GIU;co_mat_cat_mike;0;;0
Kien Binh;1;0.0;7200.0;7.2;Rach Gia HT@33675;TU_DO;no;GIU;co_mat_cat_mike;0;;0
Kien Hao CNG;1;0.0;58842.0;58.84;Rach Gia HT@22396;NangGu@2645;no;GIU;co_mat_cat_mike;0;;0
Kinh 5;1;0.0;12951.0;12.95;Tieu Dua@6147;K. Kim Quy@1172;no;GIU;co_mat_cat_mike;0;;0
KinhThay;1;0.0;3257.0;3.26;7000_1@1162;4000@1075;no;GIU;co_mat_cat_mike;0;;0
Kratiefl;1;0.0;88100.0;88.1;TU_DO;TU_DO;no;bo;ngoai_lien_thong;0;;0
L611;1;0.0;3563.0;3.56;O Mon@41000;KH92@31019;no;GIU;co_mat_cat_mike;2;DH2020;0
L612;1;0.0;3736.0;3.74;KH92@31019;Xa No@33000;no;GIU;co_mat_cat_mike;3;DH2020;0
LANGSAC_CANAL;1;0.0;39146.0;39.15;CuaDinhAn@31944;TU_DO;no;GIU;co_mat_cat_mike;25;2006;0
LONG_HIEPCR;1;0.0;13368.0;13.37;THONGNHAT_CANAL@24457;KENH3-2@11006;no;GIU;co_mat_cat_mike;3;T47V;0
LTNang;1;0.0;12511.0;12.51;CMP_Nang Mau 2@40000;K8000@15726;no;GIU;co_mat_cat_mike;0;;0
LTTRAN1;1;0.0;3707.0;3.71;K. Lo Xe 1@3104;Ganh Hao@7837;no;GIU;co_mat_cat_mike;2;2013;0
LTTRAN2;1;0.0;5100.0;5.1;Ong Doc@3074;K. Lo Xe 1@3104;no;GIU;co_mat_cat_mike;2;2013;0
LTruong2;1;0.0;8190.0;8.19;K8000@29000;Hau Giang 3@17000;no;GIU;co_mat_cat_mike;0;;0
LUNGROGHE1;1;0.0;3743.0;3.74;TU_DO;KENHCHONGMY@36785;no;GIU;co_mat_cat_mike;5;DH2020;0
LUNGROGHE2;1;0.0;6212.0;6.21;KENHCHONGMY@36785;CHUVANG1@2215;no;GIU;co_mat_cat_mike;1;DH2020;0
LUNGROGHE3;1;0.0;3658.0;3.66;K. Kim Quy@1172;CHUVANG1@2215;no;GIU;co_mat_cat_mike;2;2013;0
LaGhi;1;0.0;7150.0;7.15;BONGLOT_CR@8385;Rachchiem@5271;no;GIU;co_mat_cat_mike;0;;0
Lai Hieu;1;0.0;23920.0;23.92;Cai Con@16103;Cai Lon@106588;no;GIU;co_mat_cat_mike;0;;0
Lai Viet;1;0.0;10281.0;10.28;Quan Lo PH@25680;Xeo Chit@53191;no;GIU;co_mat_cat_mike;0;;0
Lam Tra;1;0.0;4620.0;4.62;Binh Hung@3449;Quan Lo PH@11001;no;GIU;co_mat_cat_mike;0;;0
Lang;2;0.0;3500.0;3.5;"Quan Lo PH@21012; Chien Luy@2154";"Chien Luy@2154; MoiQLPH@1112";no;GIU;co_mat_cat_mike;0;;0
Lang Sen;1;0.0;4312.0;4.31;Kenh_Xeo_Vuong@2130;My Thuan@8644;no;GIU;co_mat_cat_mike;0;;0
LangThe;1;0.0;18940.0;18.94;Sai Gon@72850;ThayCaiRachTra@39272;no;GIU;co_mat_cat_mike;0;;0
Lap Vo;1;0.0;49947.0;49.95;Tien@121127;BASSAC@101086;no;GIU;co_survey2020;0;;0
Lau Bang;1;0.0;2900.0;2.9;Ca Mau BL@43944;Khao Dien@700;no;GIU;co_mat_cat_mike;0;;0
LauQuocGia;1;0.0;10842.0;10.84;Bay Hap@16711;S. Dam Doi@18600;no;GIU;co_mat_cat_mike;0;;0
Le Le;3;0.0;3768.0;3.77;"Xeo Ro@1401; K. Ngan Dua - BL2@2378; Lai Viet@1926";"Lai Viet@1926; Xeo Ro@1401; XeoChit_QuanLo@9185";no;GIU;co_mat_cat_mike;0;;0
Link-Takaev;1;0.0;6400.0;6.4;Bass_West@47972;Stung-Takaev@32990;yes;bo;linkchannel_otru;0;;0
Link_10;1;0.0;1580.0;1.58;MekongCam@124222;Kratiefl@0;yes;bo;ngoai_lien_thong;0;;0
Link_11;1;0.0;8489.0;8.49;Mk_E2@41620;Mk_E1@70848;yes;bo;linkchannel_otru;0;;0
Link_14;1;0.0;4011.0;4.01;Mk_E1@59610;MekongCam@240120;yes;bo;linkchannel_otru;0;;0
Link_17;1;0.0;2655.0;2.65;MekongCam@294392;StungSlout@27298;yes;bo;linkchannel_otru;0;;0
Link_18;1;0.0;7545.0;7.54;Bass_E@36844;MekongCam@261236;yes;bo;linkchannel_otru;0;;0
Link_19;1;0.0;4975.0;4.97;Bass_E@57494;BassacCam@60000;yes;bo;linkchannel_otru;0;;0
Link_2;1;0.0;15146.0;15.15;Tsap_E@89000;Tonle_Sap@122000;yes;bo;ngoai_lien_thong;0;;0
Link_20;1;0.0;3409.0;3.41;Bass_E@76255;MekongCam@302430;yes;bo;linkchannel_otru;0;;0
Link_21;1;0.0;2324.0;2.32;Bass_West@0;BassacCam@29745;yes;bo;linkchannel_otru;0;;0
Link_22;1;0.0;3120.0;3.12;Bass_West@37498;BassacCam@69059;yes;bo;linkchannel_otru;0;;0
Link_23;1;0.0;665.0;0.67;MekongCam@215409;Bass_E@0;yes;bo;linkchannel_otru;0;;0
Link_24;1;0.0;4430.0;4.43;BassacCam@40300;Bass_E@31322;yes;bo;linkchannel_otru;0;;0
Link_25;1;0.0;3600.0;3.6;BassacCam@49324;Bass_West@19480;yes;bo;linkchannel_otru;0;;0
Link_26;1;0.0;3122.0;3.12;Tsap_W@20000;Tonle_Sap@29200;yes;bo;ngoai_lien_thong;0;;0
Link_27;1;0.0;9708.0;9.71;Tonle_Sap@87000;Tsap_E@55782;yes;bo;ngoai_lien_thong;0;;0
Link_29;1;0.0;2350.0;2.35;MekongCam@10600;kratiefl@88100;yes;bo;ngoai_lien_thong;0;;0
Link_3;1;0.0;6371.0;6.37;Tonle_Sap@70500;Tsap_E@20000;yes;bo;ngoai_lien_thong;0;;0
Link_30;1;0.0;2089.0;2.09;MekongCam@103101;Kratiefl@16200;yes;bo;ngoai_lien_thong;0;;0
Link_31;1;0.0;3306.0;3.31;Tsap_W@8158;Tonle_Sap@17800;yes;bo;ngoai_lien_thong;0;;0
Link_33;1;0.0;1848.0;1.85;MekongCam@230665;Bass_E@13936;yes;bo;linkchannel_otru;0;;0
Link_35;1;0.0;4827.0;4.83;Mk_E5@25364;Mk_E1@26557;yes;bo;linkchannel_otru;0;;0
Link_36;1;0.0;3596.0;3.6;Mk_E6@29295;MekongCam@222380;yes;bo;ngoai_lien_thong;0;;0
Link_37;1;0.0;8073.0;8.07;Mk_E1@31674;Mk_E7@0;yes;bo;linkchannel_otru;0;;0
Link_38;1;0.0;2122.0;2.12;Kratiefl@45201;MekongCam@53303;yes;bo;ngoai_lien_thong;0;;0
Link_39;1;0.0;5800.0;5.8;Bass_E@51361;MekongCam@283861;yes;bo;linkchannel_otru;0;;0
Link_4;1;0.0;4850.0;4.85;Tonle_Sap@42400;Tsap_E@0;yes;bo;ngoai_lien_thong;0;;0
Link_40;1;0.0;1622.0;1.62;Tsap_w@54000;Tonle_sap@66200;yes;bo;ngoai_lien_thong;0;;0
Link_41;1;0.0;4300.0;4.3;mkampoul@43523;SpeanTras@5805;yes;bo;ngoai_lien_thong;0;;0
Link_42;1;0.0;1820.0;1.82;Mk_E5@0;Mk_E1@4243;yes;bo;linkchannel_otru;0;;0
Link_43;1;0.0;5121.0;5.12;Tonle_sap@94600;Tsap_W@70000;yes;bo;ngoai_lien_thong;0;;0
Link_44;1;0.0;1417.0;1.42;MK_E5@31900;MK_E6@0;no;bo;ngoai_lien_thong;0;;0
Link_45;1;0.0;3186.0;3.19;MekongCam@203200;Mk_E6@21063;yes;bo;ngoai_lien_thong;0;;0
Link_46;1;0.0;2317.0;2.32;MekongCam@203200;mkampoul@66278;yes;bo;ngoai_lien_thong;0;;0
Link_47;1;0.0;1940.0;1.94;MekongCam@171400;Mk_E6@4705;yes;bo;ngoai_lien_thong;0;;0
Link_48;1;0.0;2330.0;2.33;MekongCam@162936;Mkampoul_s@10748;yes;bo;ngoai_lien_thong;0;;0
Link_49;1;0.0;1141.0;1.14;MekongCam@155614;Mkampoul_s@3633;yes;bo;ngoai_lien_thong;0;;0
Link_5;1;0.0;3006.0;3.01;Tonle_Sap@12000;Tsap_W@0;yes;bo;ngoai_lien_thong;0;;0
Link_50;1;0.0;2100.0;2.1;Kratiefl@4200;MekongCam@121405;yes;bo;ngoai_lien_thong;0;;0
Link_51;1;0.0;2970.0;2.97;MekongCam@183400;mkampoul@55890;yes;bo;ngoai_lien_thong;0;;0
Link_52;1;0.0;2434.0;2.43;MekongCam@145438;Mk_E5@15962;yes;bo;linkchannel_otru;0;;0
Link_53;1;0.0;2200.0;2.2;MekongCam@130300;Mk_E5@3884;yes;bo;linkchannel_otru;0;;0
Link_54;1;0.0;1725.0;1.73;Tonle_Sap@27340;Mkampoul_N@0;yes;bo;ngoai_lien_thong;0;;0
Link_55;1;0.0;4195.0;4.2;BassacCam@76754;Bass_E@69500;yes;bo;linkchannel_otru;0;;0
Link_56;1;0.0;2251.0;2.25;MekongCam@277000;StungSlout@7365;yes;bo;linkchannel_otru;0;;0
Link_6;1;0.0;2757.0;2.76;Tonle_Sap@13100;TU_DO;yes;bo;ngoai_lien_thong;0;;0
Link_7;1;0.0;2308.0;2.31;MekongCam@177672;mkampoul@43523;yes;bo;ngoai_lien_thong;0;;0
Lo Ca Lam A;3;0.0;9500.0;9.5;"Tra Cuong@8000; Thach My@6496; Cai Trau@32574";"Cai Trau@32574; K. Nang Ren@37954; Thach My@6496";no;GIU;co_mat_cat_mike;0;;0
Lo Chat Dot;2;0.0;5850.0;5.85;"Cong Dien@13972; Mac Day@3000";"Mac Day@3000; U-QLPH47@1164";no;GIU;co_mat_cat_mike;0;;0
Lo Moi;2;0.0;21575.0;21.57;"Bac Dong@16100; Vam Co Tay@60116";"Nguyen Van Tiep2@39075; Bac Dong@16100";no;GIU;co_mat_cat_mike;0;;0
Lo Xe;1;0.0;5521.0;5.52;Bach nguu@12827;Xeo Chit@80437;no;GIU;co_mat_cat_mike;0;;0
LoCayBuoi;1;0.0;1800.0;1.8;GO_06_12@29524;kenh141@2500;no;GIU;co_mat_cat_mike;0;;0
LoXe3;1;0.0;9903.0;9.9;Cai Lon@43667;Xeo Chit@80437;no;GIU;co_mat_cat_mike;0;;0
LoXeMoi;1;0.0;2971.0;2.97;KG03_04@5988;TSH119@4689;no;GIU;co_mat_cat_mike;0;;0
Lodua1;1;0.0;2450.0;2.45;KCHOGIUA@5071;Kenh_30-4@5500;no;GIU;co_mat_cat_mike;0;;0
Lodua2;1;0.0;1200.0;1.2;Kenh_30-4@5500;GOCAT-HOCLUU@2344;no;GIU;co_mat_cat_mike;0;;0
Long An;1;0.0;11400.0;11.4;Cha Va@3000;Cai Tau Thuong@6500;no;GIU;co_mat_cat_mike;0;;0
Long Dieu;2;0.0;5100.0;5.1;"LTNang@5575; CMP_Nang Mau 2@34000";"CMP_Nang Mau 2@34000; Nang Mau@38949";no;GIU;co_mat_cat_mike;0;;0
Long My 1;1;0.0;22000.0;22.0;Nhat Tao@4518;Cai Lon@47233;no;GIU;co_mat_cat_mike;0;;0
Long My 2;1;0.0;23916.0;23.92;Tra Ban@5293;Giong Cam@4989;no;GIU;co_mat_cat_mike;0;;0
LongHo;1;0.0;8565.0;8.56;CoChien@5811;Tong Hung LH@8382;no;GIU;co_mat_cat_mike;0;;0
LongMy2;1;0.0;3415.0;3.42;Nhat Tao@4518;Tra Ban@2499;no;GIU;co_mat_cat_mike;0;;0
Lung Lon;1;0.0;8100.0;8.1;Rach Gia HT@67707;TU_DO;no;GIU;co_mat_cat_mike;0;;0
Lung Lon 2;1;0.0;14900.0;14.9;Lung Lon@2100;TU_DO;no;GIU;co_mat_cat_mike;0;;0
Lung Quoc;1;0.0;3056.0;3.06;TU_DO;Quan Lo PH@75583;no;GIU;co_mat_cat_mike;0;;0
Lung Sen;1;0.0;6611.0;6.61;VL ThanhTan@340;TC Nhan@8068;no;GIU;co_mat_cat_mike;0;;0
LungBaoChua;1;0.0;6040.0;6.04;K.TanDinh@4617;Quan Lo PH@79234;no;GIU;co_mat_cat_mike;0;;0
LungRanh;1;0.0;4637.0;4.64;TU_DO;K.BaThuoc_1@741;no;GIU;co_mat_cat_mike;0;;0
Luynh Huynh;1;0.0;9300.0;9.3;Rach Gia HT@43477;TU_DO;no;GIU;co_mat_cat_mike;0;;0
MAYTUC;1;0.0;6831.0;6.83;NGAHAU@12500;CAIHOP@14795;no;GIU;co_mat_cat_mike;2;T47V;0
MCC01_19;1;0.0;11717.0;11.72;Ham Luong@40271;Mo Cay@9367;no;GIU;co_mat_cat_mike;5;2006;0
MINHHA;1;0.0;25557.0;25.56;Tieu Dua@47000;KENHNOIMINHHA2@1040;no;GIU;co_mat_cat_mike;7;2013;0
MIT13_14;1;0.0;10922.0;10.92;CAIHOP@10912;NGAHAU@9893;no;GIU;co_mat_cat_mike;2;2006;0
MTMHac;1;0.0;7145.0;7.14;Thep@731;GCCKet@3268;no;GIU;co_mat_cat_mike;0;;0
MTT04;1;0.0;15151.0;15.15;Mang Thit@25000;TRA_NGOA@11752;no;GIU;co_mat_cat_mike;4;2006;0
MTT37;1;0.0;11778.0;11.78;Hau_8@1646;LaGhi@3645;no;GIU;co_mat_cat_mike;3;2006;0
MTaLiem;1;0.0;5229.0;5.23;BRTaLiem@14000;Bo Thao@12443;no;GIU;co_mat_cat_mike;0;;0
MYVAN;1;0.0;13890.0;13.89;TRA_NGOA@28472;BASSAC@191801;no;GIU;co_mat_cat_mike;5;T47V;0
Mac Can Dung;3;0.0;31342.0;31.34;"Ba The@16615; Kien Hao CNG@47400; Hau_2@2449";"Tri Ton@26400; Ba The@16615; Kien Hao CNG@47400";no;GIU;co_mat_cat_mike;0;;0
Mac Day;2;0.0;5000.0;5.0;"Xang@3000; K. Nang Ren@29041";"Cong Dien@8054; Xang@3000";no;GIU;co_mat_cat_mike;0;;0
Mai Dam;1;0.0;4000.0;4.0;Nang Mau@4654;Xeo Choi@0;no;GIU;co_mat_cat_mike;0;;0
Mang Thit;1;0.0;46678.0;46.68;CoChien@34566;Hau_7@10100;no;GIU;co_mat_cat_mike;0;;0
Mareng;3;0.0;32000.0;32.0;"K61@38561; Rach Tram MB@26050; Vam Co Dong@114325";"Vam Co Tay@47993; K61@38561; Rach Tram MB@26050";no;GIU;co_mat_cat_mike;0;;0
MekongCam;1;0.0;309139.0;309.14;TU_DO;Tien@0;no;bo;ngoai_lien_thong;0;;0
Mieu Hoi;1;0.0;2701.0;2.7;K. Ngan Dua - BL1@15209;Dong Lon@0;no;GIU;co_mat_cat_mike;0;;0
Mk_E1;1;0.0;83625.0;83.62;Mk_E2@6950;MekongCam@261236;no;bo;o_tru_w=11939;0;;0
Mk_E2;1;0.0;70376.0;70.38;TU_DO;PrekBanam@9900;no;bo;o_tru_w=8702;0;;0
Mk_E5;1;0.0;31900.0;31.9;TU_DO;TU_DO;no;bo;o_tru_w=7672;0;;0
Mk_E6;1;0.0;40680.0;40.68;TU_DO;Mk_E1@50082;no;bo;ngoai_lien_thong;0;;0
Mk_E7;1;0.0;20700.0;20.7;TU_DO;Mk_E1@67296;no;bo;o_tru_w=10619;0;;0
Mk_E8;1;0.0;32414.0;32.41;StungSlout@7365;Cai Co LK@11463;no;bo;o_tru_w=9658;0;;0
Mkampoul_N;1;0.0;12000.0;12.0;TU_DO;mkampoul@49013;no;bo;ngoai_lien_thong;0;;0
Mkampoul_s;1;0.0;18864.0;18.86;TU_DO;mkampoul@40088;no;bo;ngoai_lien_thong;0;;0
Mo Cay;1;0.0;15614.0;15.61;CoChien_3@19927;Ham Luong@30714;no;GIU;co_mat_cat_mike;0;;0
MocKeo;1;0.0;3119.0;3.12;TayDen@2401;K. Dong Tranh@8789;no;GIU;co_mat_cat_mike;0;;0
MocKeoLon;1;0.0;5112.0;5.11;MocKeo@163;K. Dong Tranh@7311;no;GIU;co_mat_cat_mike;0;;0
Moi;1;0.0;11300.0;11.3;Vinh Te@36095;Tam Ngan@19452;no;GIU;co_mat_cat_mike;0;;0
MoiQLPH;1;0.0;5400.0;5.4;Quan Lo PH@18772;Xeo ChitN@4874;no;GIU;co_mat_cat_mike;0;;0
Mot Ngan;1;0.0;4854.0;4.85;Xa No@9000;Nang Mau 2@18047;no;GIU;co_mat_cat_mike;0;;0
MotNgan_1;1;0.0;4260.0;4.26;KH8@23281;KH92@8152;no;GIU;co_mat_cat_mike;0;;0
MotNgan_2;1;0.0;5527.0;5.53;KH92@8152;Xa No@9000;no;GIU;co_mat_cat_mike;0;;0
Muoi Chau Phu;1;0.0;21000.0;21.0;BASSAC@59333;Mac Can Dung@26052;no;GIU;co_mat_cat_mike;0;;0
Muoi Thuoc;2;0.0;6174.0;6.17;"NTL 9000@920; NTL 8000@821";"K. Vinh Loi 1@7962; NTL 9000@920";no;GIU;co_mat_cat_mike;0;;0
MuoiThuoc;1;0.0;3472.0;3.47;KH92@36000;Xa No@36659;no;GIU;co_mat_cat_mike;0;;0
Muong Dieu;1;0.0;7630.0;7.63;Dai Ngai@1705;No 1@23929;no;GIU;co_mat_cat_mike;0;;0
Muong Khai;2;0.0;20792.0;20.79;"Lap Vo@15098; Tien@105422";"BASSAC@129555; Lap Vo@15098";no;GIU;co_mat_cat_mike;0;;0
Muong Lo2;3;0.0;17585.0;17.59;"SHU_22_23@1664; Song_Tap_Ren@2874; No 1@18885";"CMP_Muong Khai@747; SHU_22_23@1664; Song_Tap_Ren@2874";no;GIU;co_mat_cat_mike;0;;0
MuongDaoR;1;0.0;15358.0;15.36;Bay Hap@25225;S. Dam Doi@28160;no;GIU;co_mat_cat_mike;0;;0
MuongLon;1;0.0;4241.0;4.24;Dong Nai@114715;R. GIONG@2025;no;GIU;co_mat_cat_mike;0;;0
Muong_So_5;1;0.0;5830.0;5.83;Tien_2@4482;Than Nong@5277;no;GIU;co_mat_cat_mike;0;;0
My Hoi;1;0.0;9000.0;9.0;CDXDong@2320;No 1@24394;no;GIU;co_mat_cat_mike;0;;0
My Hung;2;0.0;9500.0;9.5;"Saintenoy5@16224; Cay Bang@5000";"Cay Bang@5000; Tam Thuoc1@5314";no;GIU;co_mat_cat_mike;0;;0
My Long BK;1;0.0;23000.0;23.0;Nguyen Van Tiep2@38008;Tien@160793;no;GIU;co_mat_cat_mike;0;;0
My Thai;1;0.0;34888.0;34.89;Mac Can Dung@26052;Rach Gia HT@33675;no;GIU;co_mat_cat_mike;0;;0
My Thanh;1;0.0;25972.0;25.97;TU_DO;Nhu_Gia@57425;no;GIU;co_mat_cat_mike;0;;0
My Thuan;1;0.0;12234.0;12.23;Saintenoy@13895;Cai Con@16103;no;GIU;co_mat_cat_mike;0;;0
NDThongLuu;2;0.0;7606.0;7.61;"U-QLPH5@1439; Lai Viet@8186";"U-QLPH3@2025; U-QLPH5@1439";no;GIU;co_mat_cat_mike;0;;0
NGAHAU;1;0.0;18917.0;18.92;VUNGLIEM_CRECK@4291;TRA_NGOA@18325;no;GIU;co_mat_cat_mike;4;T47V;0
NGBXau;1;0.0;14000.0;14.0;TU_DO;Nhu_Gia@27655;no;GIU;co_mat_cat_mike;0;;0
NNLon;1;0.0;4298.0;4.3;30-4@0;Soc Trang@28382;no;GIU;co_mat_cat_mike;0;;0
NTL 10000;1;0.0;4000.0;4.0;K. Vinh Loi 1@7553;KVINHMYPHUOCLONG@32069;no;GIU;co_mat_cat_mike;2;2014;0
NTL 11000;1;0.0;5550.0;5.55;KCANHDENPHOSINH@26742;K. Vinh Loi 1@7102;no;GIU;co_mat_cat_mike;2;2014;0
NTL 12000;1;0.0;5802.0;5.8;KCANHDENPHOSINH@27953;K. Vinh Loi 1@6382;no;GIU;co_mat_cat_mike;2;2014;0
NTL 13000;1;0.0;5932.0;5.93;KCANHDENPHOSINH@30165;K. Vinh Loi 1@4724;no;GIU;co_mat_cat_mike;2;2014;0
NTL 14000;1;0.0;5474.0;5.47;Bach nguu@26924;K. Vinh Loi 1@3261;no;GIU;co_mat_cat_mike;2;2014;0
NTL 3000;2;0.0;9750.0;9.75;"KCANHDENPHOSINH@18467; K. Vinh Loi 1@14445";"K. Vinh Loi 1@14445; KVINHMYPHUOCLONG@24676";no;GIU;co_mat_cat_mike;4;2014;0
NTL 5000;2;0.0;10000.0;10.0;"KCANHDENPHOSINH@20495; K. Vinh Loi 1@12556";"K. Vinh Loi 1@12556; KVINHMYPHUOCLONG@26820";no;GIU;co_mat_cat_mike;3;2014;0
NTL 7000;2;0.0;17799.0;17.8;"KCANHDENPHOSINH@22302; K. Vinh Loi 1@10865";"K. Vinh Loi 1@10865; KVINHMYPHUOCLONG@28901";no;GIU;co_mat_cat_mike;7;2014;0
NTL 8000;2;0.0;9920.0;9.92;"KCANHDENPHOSINH@22984; K. Vinh Loi 1@9783";"K. Vinh Loi 1@10231; KVINHMYPHUOCLONG@29991";no;GIU;co_mat_cat_mike;3;2014;0
NTL 9000;2;0.0;9310.0;9.31;"KCANHDENPHOSINH@24089; K. Vinh Loi 1@8669";"K. Vinh Loi 1@8669; KVINHMYPHUOCLONG@31191";no;GIU;co_mat_cat_mike;3;2014;0
Nam Hang;2;0.0;10968.0;10.97;"Tu Thuong@6000; Cam42@6500";"Tien_3@3246; Tu Thuong@6000";no;GIU;co_mat_cat_mike;0;;0
NamThon;1;0.0;16755.0;16.75;CaiBe_TG@5360;Tien@160793;no;GIU;co_survey2020;0;;1
Nang Huy;1;0.0;2000.0;2.0;Thay Pho1@2440;Quan Lo PH@76193;no;GIU;co_mat_cat_mike;0;;0
Nang Mau;1;0.0;54296.0;54.3;BASSAC@162698;Cai Lon@75151;no;GIU;co_mat_cat_mike;0;;0
Nang Mau 2;1;0.0;30205.0;30.2;Can_Tho@25529;Xa No@16000;no;GIU;co_mat_cat_mike;0;;0
Nang Muoi;1;0.0;6850.0;6.85;Bach nguu@61006;Ong Ro@2810;no;GIU;co_mat_cat_mike;0;;0
Nang RenNho;3;0.0;7000.0;7.0;"K. Nang Ren@8718; Lung Sen@3932; 3 Cui@12000";"3 Cui@12000; K. Nang Ren@8718; K. Ngan Dua - BL1@17280";no;GIU;co_mat_cat_mike;0;;0
NangChang_1;1;0.0;1958.0;1.96;TU_DO;KenhTac@1772;no;GIU;co_mat_cat_mike;0;;0
NangChang_2;1;0.0;2330.0;2.33;KenhTac@1772;Xa No@33000;no;GIU;co_mat_cat_mike;0;;0
NangGu;1;0.0;10049.0;10.05;BASSAC@67200;Hau_2@1551;no;GIU;co_mat_cat_mike;0;;0
Nchang Re;1;0.0;8224.0;8.22;Cai Trau@21308;K. Nang Ren@16512;no;GIU;co_mat_cat_mike;0;;0
Nga Bat;1;0.0;3023.0;3.02;Nang Mau@391;Gia Hoang@2000;no;GIU;co_mat_cat_mike;0;;0
Ngang;1;8200.0;16000.0;7.8;K79@18000;Phuoc Xuyen2@27486;no;GIU;co_mat_cat_mike;0;;0
Nguyen Tan Thanh;1;0.0;18890.0;18.89;Nguyen Van Tiep2@39075;Tien@170109;no;GIU;co_mat_cat_mike;0;;0
Nguyen Van Tiep1;1;0.0;32306.0;32.31;Tien@67541;Phuoc Xuyen2@43971;no;GIU;co_mat_cat_mike;0;;0
Nguyen Van Tiep2;1;0.0;60450.0;60.45;Phuoc Xuyen2@43971;Vam Co Tay@101293;no;GIU;co_mat_cat_mike;0;;0
Nha Man TT;1;0.0;26700.0;26.7;Lap Vo@7350;BASSAC@146580;no;GIU;co_mat_cat_mike;0;;0
Nha Nuoc;3;0.0;12650.0;12.65;"Nang Mau@30052; Nang Mau 2@18047; K8000@15726";"K8000@15726; Nang Mau@30052; Xeo Mon@3849";no;GIU;co_mat_cat_mike;0;;0
Nha Tho;3;0.0;16500.0;16.5;"K79@32300; Ca Gua@17000; Vam Co Tay@15322";"Dong Tien@54400; K79@32300; Ca Gua@17000";no;GIU;co_mat_cat_mike;0;;0
NhaSi1;1;0.0;1095.0;1.09;Cai Be@41363;KH52@7419;no;GIU;co_mat_cat_mike;0;;0
NhaSi2;1;0.0;2455.0;2.46;KH52@7419;KH62@7535;no;GIU;co_mat_cat_mike;0;;0
NhaSi3;1;0.0;1796.0;1.8;TSH139@2471;KG03_04@10888;no;GIU;co_mat_cat_mike;0;;0
NhaTho;1;0.0;3979.0;3.98;KH92@29137;Xa No@31000;no;GIU;co_mat_cat_mike;0;;0
Nhan Dan;1;0.0;3471.0;3.47;Ca Mau BL@49732;K. Tan Phong@25559;no;GIU;co_mat_cat_mike;0;;0
