nhanh;chainage;type;sub;loai;nhan;file_dfs0;item;cot_obs;nguon;co_so_lieu
K.BACLIEUDIVINHCHAU;200.0;1;0;nhap_luu;W46;Waterdemand2.dfs0;W46;;;no
K.BATHUOC_1;741.0;1;0;nhap_luu;W56;Waterdemand2.dfs0;W56;;;no
K.BONGKIEN;2440.0;1;0;nhap_luu;W50;Waterdemand2.dfs0;W50;;;no
K.CHETBUOI;200.0;1;0;nhap_luu;W56;Waterdemand2.dfs0;W56;;;no
K.CongDoan;1655.0;1;0;nhap_luu;W56;Waterdemand2.dfs0;W56;;;no
K.HAISUONG;4913.0;1;0;nhap_luu;W50;Waterdemand2.dfs0;W50;;;no
K.MIEUONGTA3;2989.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
K.MIEUONGTA4;1280.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
K.MIEUONGTA_1;200.0;1;0;nhap_luu;W43;Waterdemand2.dfs0;QLPH/43;;;no
K.MIEUONGTA_2;200.0;1;0;nhap_luu;W43;Waterdemand2.dfs0;QLPH/43;;;no
K.MieuOngTa3;2989.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
K.ONGTA2;3993.0;1;0;nhap_luu;W39;Waterdemand2.dfs0;QLPH/39;;;no
K.THONGNHAT;12000.0;1;0;nhap_luu;W56;Waterdemand2.dfs0;W56;;;no
K.THU5_1;1980.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
K.TTHON;200.0;1;0;nhap_luu;W50;Waterdemand2.dfs0;W50;;;no
K.XADAT_1;200.0;1;0;nhap_luu;W50;Waterdemand2.dfs0;W50;;;no
K.XADAT_2;200.0;1;0;nhap_luu;W50;Waterdemand2.dfs0;W50;;;no
K10;16568.0;1;0;nhap_luu;PR/100;Waterdemand2.dfs0;PR/100;;;no
K10 AG;2400.0;1;0;nhap_luu;LXQ/9;Waterdemand2.dfs0;LXQ/9;;;no
K10 AG;6575.0;1;0;nhap_luu;LXQ/12;Waterdemand2.dfs0;LXQ/12;;;no
K10 AG;13350.0;1;0;nhap_luu;LXQ/12;Waterdemand2.dfs0;LXQ/12;;;no
K12;19550.0;1;0;nhap_luu;PR/105;Waterdemand2.dfs0;PR/105;;;no
K2-9;5625.0;1;0;nhap_luu;PR/108;Waterdemand2.dfs0;PR/108;;;no
K2-9;9675.0;1;0;nhap_luu;PR/108;Waterdemand2.dfs0;PR/108;;;no
K2-9;19488.0;1;0;nhap_luu;PR/104;Waterdemand2.dfs0;PR/104;;;no
K2-9;32400.0;1;0;nhap_luu;PR/104;Waterdemand2.dfs0;PR/104;;;no
K28;1566.0;1;0;nhap_luu;PR/113;Waterdemand2.dfs0;PR/113;;;no
K285;1020.0;1;0;nhap_luu;LXQ/7;Waterdemand2.dfs0;LXQ/7;;;no
K286;1020.0;1;0;nhap_luu;LXQ/7;Waterdemand2.dfs0;LXQ/7;;;no
K30-4;2233.0;1;0;nhap_luu;PR/107;Waterdemand2.dfs0;PR/107;;;no
K30-4;11167.0;1;0;nhap_luu;PR/107;Waterdemand2.dfs0;PR/107;;;no
K5;24338.0;1;0;nhap_luu;PR/102;Waterdemand2.dfs0;PR/102;;;no
K6;3079.0;1;0;nhap_luu;PR/100;Waterdemand2.dfs0;PR/100;;;no
K6;14071.0;1;0;nhap_luu;PR/101;Waterdemand2.dfs0;PR/101;;;no
K61;9571.0;1;0;nhap_luu;WEVC/114;Waterdemand2.dfs0;WEVC/114;;;no
K61;11690.0;1;0;nhap_luu;WEVC/114;Waterdemand2.dfs0;WEVC/114;;;no
K7 AG;2250.0;1;0;nhap_luu;LXQ/10;Waterdemand2.dfs0;LXQ/10;;;no
K7 AG;5148.0;1;0;nhap_luu;LXQ/11;Waterdemand2.dfs0;LXQ/11;;;no
K7 AG;14575.0;1;0;nhap_luu;LXQ/11;Waterdemand2.dfs0;LXQ/11;;;no
K7 AG;23300.0;1;0;nhap_luu;LXQ/12;Waterdemand2.dfs0;LXQ/12;;;no
K7 AG;32650.0;1;0;nhap_luu;LXQ/13;Waterdemand2.dfs0;LXQ/13;;;no
K7000;3854.0;1;0;nhap_luu;W37;Waterdemand2.dfs0;QLPH/37;;;no
K79;13500.0;1;0;nhap_luu;PR/107;Waterdemand2.dfs0;PR/107;;;no
K79;46300.0;1;0;nhap_luu;PR/107;Waterdemand2.dfs0;PR/107;;;no
K8000;3000.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
K8000;29000.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
K9 AG;10125.0;1;0;nhap_luu;LXQ/11;Waterdemand2.dfs0;LXQ/11;;;no
K9 AG;19625.0;1;0;nhap_luu;LXQ/12;Waterdemand2.dfs0;LXQ/12;;;no
KA;1525.0;1;0;nhap_luu;LXQ/13;Waterdemand2.dfs0;LXQ/13;;;no
KA;7525.0;1;0;nhap_luu;LXQ/14;Waterdemand2.dfs0;LXQ/14;;;no
KA;12000.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
KA;12000.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
KADAM1;1678.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
KADAM1;1678.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
KB;10600.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
KCANHDENPHOSINH;2598.0;1;0;nhap_luu;W32;Waterdemand2.dfs0;QLPH/32;;;no
KCANHDENPHOSINH;7289.0;1;0;nhap_luu;W33;Waterdemand2.dfs0;QLPH/33;;;no
KCANHDENPHOSINH;9757.0;1;0;nhap_luu;W33;Waterdemand2.dfs0;QLPH/33;;;no
KCANHDENPHOSINH;16614.0;1;0;nhap_luu;W38;Waterdemand2.dfs0;QLPH/38;;;no
KCANHDENPHOSINH;17500.0;1;0;nhap_luu;W39;Waterdemand2.dfs0;QLPH/39;;;no
KCANHDENPHOSINH;22302.0;1;0;nhap_luu;W38;Waterdemand2.dfs0;QLPH/38;;;no
KCANHDENPHOSINH;26118.0;1;0;nhap_luu;W38;Waterdemand2.dfs0;QLPH/38;;;no
KCANHDENPHOSINH;26742.0;1;0;nhap_luu;W39;Waterdemand2.dfs0;QLPH/39;;;no
KCHOHOIHUYENSU;3359.0;1;0;nhap_luu;W43;Waterdemand2.dfs0;QLPH/43;;;no
KCHOHOIHUYENSU;6764.0;1;0;nhap_luu;W44;Waterdemand2.dfs0;QLPH/44;;;no
KCHOHOIHUYENSU;16354.0;1;0;nhap_luu;W40;Waterdemand2.dfs0;QLPH/40;;;no
KCHOHOIHUYENSU2;30305.0;1;0;nhap_luu;W34;Waterdemand2.dfs0;QLPH/34;;;no
KENGCHONGMY;5000.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
KENH5APTY;3037.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
KENHBANGANDAI;4358.0;1;0;nhap_luu;W52;Waterdemand2.dfs0;W52;;;no
KENHBOBAO;200.0;1;0;nhap_luu;W55;Waterdemand2.dfs0;W55;;;no
KENHBOBAO;3740.0;1;0;nhap_luu;W57;Waterdemand2.dfs0;UMT/57;;;no
KENHBOBAO;14000.0;1;0;nhap_luu;W57;Waterdemand2.dfs0;UMT/57;;;no
KENHBOBAO;24000.0;1;0;nhap_luu;W57;Waterdemand2.dfs0;UMT/57;;;no
KENHCHONGMY;5864.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
KENHCHONGMY;21810.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
KENHCHONGMY;32500.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
KENHCHONGMY;48128.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
KENHCOINAM2;200.0;1;0;nhap_luu;W58;Waterdemand2.dfs0;UMT/58;;;no
KENHCOINAM2;3000.0;1;0;nhap_luu;W58;Waterdemand2.dfs0;UMT/58;;;no
KENHKIEMKG1;4374.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
KENHKIMQUYKG2;2643.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
KENHLOMOIKG1;2018.0;1;0;nhap_luu;W52;Waterdemand2.dfs0;W52;;;no
KENHLOMOIKG2;1268.0;1;0;nhap_luu;W52;Waterdemand2.dfs0;W52;;;no
KENHLOMOIKG2;3125.0;1;0;nhap_luu;W52;Waterdemand2.dfs0;W52;;;no
KENHMIEUONGTA;200.0;1;0;nhap_luu;W52;Waterdemand2.dfs0;W52;;;no
KENHMOI;3000.0;1;0;nhap_luu;W52;Waterdemand2.dfs0;W52;;;no
KENHMUOIQUANG;3404.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
KENHNOIAB3;1685.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
KENHNOIHMBN;1990.0;1;0;nhap_luu;W56;Waterdemand2.dfs0;W56;;;no
KENHNOITVT4;3000.0;1;0;nhap_luu;W58;Waterdemand2.dfs0;UMT/58;;;no
KENHNOIUM2;200.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
KENHRANH(4000)_3;200.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
KENHSOKHONG;500.0;1;0;nhap_luu;W57;Waterdemand2.dfs0;UMT/57;;;no
KENHSOKHONG;5541.0;1;0;nhap_luu;W57;Waterdemand2.dfs0;UMT/57;;;no
KENHSOKHONG;5541.0;1;0;nhap_luu;W57;Waterdemand2.dfs0;UMT/57;;;no
KENHSOKHONG;9631.0;1;0;nhap_luu;W57;Waterdemand2.dfs0;UMT/57;;;no
KENHSOKHONG2;5841.0;1;0;nhap_luu;W57;Waterdemand2.dfs0;UMT/57;;;no
KENHSOKHONG2;7162.0;1;0;nhap_luu;W57;Waterdemand2.dfs0;UMT/57;;;no
KENHTAYSON;3000.0;1;0;nhap_luu;W52;Waterdemand2.dfs0;W52;;;no
KENHTAYSON;6000.0;1;0;nhap_luu;W52;Waterdemand2.dfs0;W52;;;no
KENHTHAYCAI;3000.0;1;0;nhap_luu;W52;Waterdemand2.dfs0;W52;;;no
KENHTHAYCAI1;6000.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
KENHTHAYCAI1;6000.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
KENHTHUBA1;2108.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
KENHTHUBA1;2108.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
KENHTHUBA2;757.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
KENHTHUBA2;2345.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
KENHTHUBA3;2013.0;1;0;nhap_luu;W52;Waterdemand2.dfs0;W52;;;no
KENHTHUBA3;3163.0;1;0;nhap_luu;W52;Waterdemand2.dfs0;W52;;;no
KENHTHUBA4;3434.0;1;0;nhap_luu;W52;Waterdemand2.dfs0;W52;;;no
KENHTHUBA4;4283.0;1;0;nhap_luu;W52;Waterdemand2.dfs0;W52;;;no
KENHTHUHAI3;3932.0;1;0;nhap_luu;W52;Waterdemand2.dfs0;W52;;;no
KENHTHUNAM1;1281.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
KENHTHUNAM1;1281.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
KENHTHUNAM2;324.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
KENHTHUSAU2;500.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
KENHTHUSAU2;2732.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
KENHTOICANH;4000.0;1;0;nhap_luu;W52;Waterdemand2.dfs0;W52;;;no
KENHUMINH;12252.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
KENHUMINH2;10000.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
KENHUMINH2;36000.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
KENHUMINH2;40000.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
KENHUMINH3;200.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
KENHUMINH3;9000.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
KENHUMINH3;22283.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
KENHUMINH3;24000.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
KENHUMINH3;28000.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
KENHUMINH4;3547.0;1;0;nhap_luu;W53;Waterdemand2.dfs0;W53;;;no
KENH_LO;7333.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
KENH_THAY_CAI;885.0;1;0;nhap_luu;W19;Waterdemand2.dfs0;WB/19;;;no
KENH_XEO_VUONG;1274.0;1;0;nhap_luu;W19;Waterdemand2.dfs0;WB/19;;;no
KF;4250.0;1;0;nhap_luu;LXQ/14;Waterdemand2.dfs0;LXQ/14;;;no
KF;8325.0;1;0;nhap_luu;LXQ/14;Waterdemand2.dfs0;LXQ/14;;;no
KG03_04;2994.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
KG19_20;3168.0;1;0;nhap_luu;W52;Waterdemand2.dfs0;W52;;;no
KG19_20;8071.0;1;0;nhap_luu;W52;Waterdemand2.dfs0;W52;;;no
KH;23600.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
KH1;1261.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
KH1;8000.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
KH1;13269.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
KH12;2992.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
KH12;3730.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
KH12;9091.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
KH12;12183.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
KH12;15184.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
KH12;24187.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
KH12;30489.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
KH12;31538.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
KH12;36586.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
KH12;42506.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
KH3;4000.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
KH3;4909.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
KH3;14917.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
KH3;17706.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
KH3;33760.0;1;0;nhap_luu;W16;Waterdemand2.dfs0;WB/16;;;no
KH51;3685.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
KH51;9032.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
KH51;12096.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
KH51;26821.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
KH6;14935.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
KH6;18000.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
KH6;18000.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
KH6;25304.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
KH6;35000.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
KH6;39000.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
KH7;3000.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
KH7;7000.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
KH7;18000.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
KH7;20000.0;1;0;nhap_luu;W17;Waterdemand2.dfs0;WB/17;;;no
KH8;14363.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
KH8;15000.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
KH8;25000.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
KH92;13067.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
KH92;23308.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
KH92;33142.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
KHAO DIEN;3000.0;1;0;nhap_luu;W34;Waterdemand2.dfs0;QLPH/34;;;no
KHONG TEN1;200.0;1;0;nhap_luu;W37;Waterdemand2.dfs0;QLPH/37;;;no
KHONG TEN1;2000.0;1;0;nhap_luu;W37;Waterdemand2.dfs0;QLPH/37;;;no
KINH 5;12082.0;1;0;nhap_luu;W55;Waterdemand2.dfs0;W55;;;no
KMOICM;10643.0;1;0;nhap_luu;W61;Waterdemand2.dfs0;W61;;;no
KRATIEFL;6950.0;1;0;nhap_luu;KKK;;;;;no
KTHOMAIDONGCUNG;4845.0;1;0;nhap_luu;W61;Waterdemand2.dfs0;W61;;;no
KTHOMAIDONGCUNG;7728.0;1;0;nhap_luu;W61;Waterdemand2.dfs0;W61;;;no
KVINHMYPHUOCLONG;22658.0;1;0;nhap_luu;W37;Waterdemand2.dfs0;QLPH/37;;;no
KVINHMYPHUOCLONG;28901.0;1;0;nhap_luu;W37;Waterdemand2.dfs0;QLPH/37;;;no
KVINHMYPHUOCLONG1;10573.0;1;0;nhap_luu;W32;Waterdemand2.dfs0;QLPH/32;;;no
KVINHMYPHUOCLONG1;16808.0;1;0;nhap_luu;W31;Waterdemand2.dfs0;QLPH/31;;;no
KVINHMYPHUOCLONG1;17722.0;1;0;nhap_luu;W32;Waterdemand2.dfs0;QLPH/32;;;no
KVINHMYPHUOCLONG1;19756.0;1;0;nhap_luu;W31;Waterdemand2.dfs0;QLPH/31;;;no
KVINHMYPHUOCLONG1;21631.0;1;0;nhap_luu;W32;Waterdemand2.dfs0;QLPH/32;;;no
Kenh T3;2000.0;1;0;nhap_luu;LXQ/2;Waterdemand2.dfs0;LXQ/2;;;no
Kenh T3;3300.0;1;0;nhap_luu;LXQ/2;Waterdemand2.dfs0;LXQ/2;;;no
Kenh T3;12500.0;1;0;nhap_luu;LXQ/2;Waterdemand2.dfs0;LXQ/2;;;no
Kenh T3;20211.0;1;0;nhap_luu;LXQ/2;Waterdemand2.dfs0;LXQ/2;;;no
Kenh T4;2250.0;1;0;nhap_luu;LXQ/3;Waterdemand2.dfs0;LXQ/3;;;no
Kenh T4;13000.0;1;0;nhap_luu;LXQ/3;Waterdemand2.dfs0;LXQ/3;;;no
Kenh T4;22000.0;1;0;nhap_luu;LXQ/3;Waterdemand2.dfs0;LXQ/3;;;no
Kenh T5;6000.0;1;0;nhap_luu;LXQ/3;Waterdemand2.dfs0;LXQ/3;;;no
Kenh T5;14000.0;1;0;nhap_luu;LXQ/3;Waterdemand2.dfs0;LXQ/3;;;no
Kenh T5;22000.0;1;0;nhap_luu;LXQ/3;Waterdemand2.dfs0;LXQ/3;;;no
Kenh T6;8275.0;1;0;nhap_luu;LXQ/4;Waterdemand2.dfs0;LXQ/4;;;no
Kenh T6;16000.0;1;0;nhap_luu;LXQ/4;Waterdemand2.dfs0;LXQ/4;;;no
KenhTac;1772.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
Kenh_Bong_Sung;681.0;1;0;nhap_luu;NMT/78;Waterdemand2.dfs0;NMT/78;;;no
Kien Binh;1375.0;1;0;nhap_luu;LXQ/15;Waterdemand2.dfs0;LXQ/15;;;no
Kien Hao CNG;2851.0;1;0;nhap_luu;LXQ/13;Waterdemand2.dfs0;LXQ/13;;;no
Kien Hao CNG;14669.0;1;0;nhap_luu;LXQ/13;Waterdemand2.dfs0;LXQ/13;;;no
Kien Hao CNG;29377.0;1;0;nhap_luu;LXQ/13;Waterdemand2.dfs0;LXQ/13;;;no
Kien Hao CNG;49943.0;1;0;nhap_luu;LXQ/13;Waterdemand2.dfs0;LXQ/13;;;no
Kien Hao CNG;53501.0;1;0;nhap_luu;LXQ/13;Waterdemand2.dfs0;LXQ/13;;;no
L612;2283.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
LAI HIEU;2408.0;1;0;nhap_luu;W19;Waterdemand2.dfs0;WB/19;;;no
LAI HIEU;13719.0;1;0;nhap_luu;W21;Waterdemand2.dfs0;WB/21;;;no
LAI HIEU;16817.0;1;0;nhap_luu;W21;Waterdemand2.dfs0;WB/21;;;no
LAI HIEU;21268.0;1;0;nhap_luu;W21;Waterdemand2.dfs0;WB/21;;;no
LAI VIET;7000.0;1;0;nhap_luu;W36;Waterdemand2.dfs0;QLPH/36;;;no
LAM TRA;4000.0;1;0;nhap_luu;W28;Waterdemand2.dfs0;QLPH/28;;;no
LANG SEN;3000.0;1;0;nhap_luu;W19;Waterdemand2.dfs0;WB/19;;;no
LANGSAC_CANAL;2711.0;1;0;nhap_luu;SMT/84;Waterdemand2.dfs0;SMT/84;;;no
LANGSAC_CANAL;10285.0;1;0;nhap_luu;SMT/86;Waterdemand2.dfs0;SMT/86;;;no
LAU BANG;2700.0;1;0;nhap_luu;W34;Waterdemand2.dfs0;QLPH/34;;;no
LAUQUOCGIA;200.0;1;0;nhap_luu;W62;Waterdemand2.dfs0;W62;;;no
LAUQUOCGIA;3000.0;1;0;nhap_luu;W62;Waterdemand2.dfs0;W62;;;no
LE LE;1400.0;1;0;nhap_luu;W36;Waterdemand2.dfs0;QLPH/36;;;no
LE LE;3000.0;1;0;nhap_luu;W36;Waterdemand2.dfs0;QLPH/36;;;no
LE LE;3000.0;1;0;nhap_luu;W36;Waterdemand2.dfs0;QLPH/36;;;no
LO CA LAM A;3000.0;1;0;nhap_luu;W28;Waterdemand2.dfs0;QLPH/28;;;no
LO CA LAM A;3000.0;1;0;nhap_luu;W28;Waterdemand2.dfs0;QLPH/28;;;no
LO CHAT DOT;200.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
LO CHAT DOT;1500.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
LO CHAT DOT;3500.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
LO CHAT DOT;4500.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
LO XE;346.0;1;0;nhap_luu;W37;Waterdemand2.dfs0;QLPH/37;;;no
LO XE;2000.0;1;0;nhap_luu;W37;Waterdemand2.dfs0;QLPH/37;;;no
LONG MY 1;4099.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
LONG MY 1;12570.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
LONG MY 2;20000.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
LONGMY2;1329.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
LONG_HIEPCR;3000.0;1;0;nhap_luu;SMT/85;Waterdemand2.dfs0;SMT/85;;;no
LOXE3;3525.0;1;0;nhap_luu;W22;Waterdemand2.dfs0;WB/22;;;no
LTNANG;3000.0;1;0;nhap_luu;W21;Waterdemand2.dfs0;WB/21;;;no
LTTRAN1;3507.0;1;0;nhap_luu;W60;Waterdemand2.dfs0;W60;;;no
LTTRAN2;2940.0;1;0;nhap_luu;W59;Waterdemand2.dfs0;W59;;;no
LUNG QUOC;200.0;1;0;nhap_luu;W41;Waterdemand2.dfs0;QLPH/41;;;no
LUNGROGHE2;3000.0;1;0;nhap_luu;W54;Waterdemand2.dfs0;W54;;;no
Lap Vo;45983.0;1;0;nhap_luu;NMT/75;Waterdemand2.dfs0;NMT/75;;;no
Long An;1500.0;1;0;nhap_luu;NMT/75;Waterdemand2.dfs0;NMT/75;;;no
Long An;4500.0;1;0;nhap_luu;NMT/75;Waterdemand2.dfs0;NMT/75;;;no
Lung Lon;3600.0;1;0;nhap_luu;LXQ/7;Waterdemand2.dfs0;LXQ/7;;;no
Lung Lon 2;2000.0;1;0;nhap_luu;LXQ/7;Waterdemand2.dfs0;LXQ/7;;;no
Lung Lon 2;7250.0;1;0;nhap_luu;LXQ/7;Waterdemand2.dfs0;LXQ/7;;;no
MAC DAY;200.0;1;0;nhap_luu;W30;Waterdemand2.dfs0;QLPH/30;;;no
MAYTUC;3000.0;1;0;nhap_luu;SMT/81;Waterdemand2.dfs0;SMT/81;;;no
MIEU HOI;200.0;1;0;nhap_luu;W29;Waterdemand2.dfs0;QLPH/29;;;no
MIEU HOI;2000.0;1;0;nhap_luu;W29;Waterdemand2.dfs0;QLPH/29;;;no
MINHHA;24000.0;1;0;nhap_luu;W57;Waterdemand2.dfs0;UMT/57;;;no
MIT13_14;1762.0;1;0;nhap_luu;SMT/81;Waterdemand2.dfs0;SMT/81;;;no
MOT NGAN;4000.0;1;0;nhap_luu;W20;Waterdemand2.dfs0;WB/20;;;no
MOTNGAN_1;1975.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
MOTNGAN_1;3844.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
MOTNGAN_2;2121.0;1;0;nhap_luu;W18;Waterdemand2.dfs0;WB/18;;;no
MTALIEM;200.0;1;0;nhap_luu;W26;Waterdemand2.dfs0;QLPH/26;;;no
MTT04;1523.0;1;0;nhap_luu;SMT/81;Waterdemand2.dfs0;SMT/81;;;no
MTT37;1622.0;1;0;nhap_luu;SMT/82;Waterdemand2.dfs0;SMT/82;;;no
MUOI THUOC;3000.0;1;0;nhap_luu;W38;Waterdemand2.dfs0;QLPH/38;;;no
MUONG DIEU;4000.0;1;0;nhap_luu;W23;Waterdemand2.dfs0;KS/23;;;no
MUONG DIEU;4000.0;1;0;nhap_luu;W23;Waterdemand2.dfs0;KS/23;;;no
MUONGDAOR;6000.0;1;0;nhap_luu;W62;Waterdemand2.dfs0;W62;;;no
MY HOI;6000.0;1;0;nhap_luu;W23;Waterdemand2.dfs0;KS/23;;;no
MY HOI;6000.0;1;0;nhap_luu;W23;Waterdemand2.dfs0;KS/23;;;no
MY HUNG;3000.0;1;0;nhap_luu;W27;Waterdemand2.dfs0;QLPH/27;;;no
MY THANH;9435.0;1;0;nhap_luu;W25;Waterdemand2.dfs0;TN/25;;;no
MY THANH;24431.0;1;0;nhap_luu;W46;Waterdemand2.dfs0;W46;;;no
MY THUAN;4000.0;1;0;nhap_luu;W19;Waterdemand2.dfs0;WB/19;;;no
Mac Can Dung;16675.0;1;0;nhap_luu;LXQ/13;Waterdemand2.dfs0;LXQ/13;;;no
Mang Thit;3456.0;1;0;nhap_luu;SMT/81;Waterdemand2.dfs0;SMT/81;;;no
Mang Thit;8488.0;1;0;nhap_luu;NMT/80;Waterdemand2.dfs0;NMT/80;;;no
Mang Thit;16025.0;1;0;nhap_luu;NMT/80;Waterdemand2.dfs0;NMT/80;;;no
Mang Thit;31923.0;1;0;nhap_luu;NMT/80;Waterdemand2.dfs0;NMT/80;;;no
